source_whois_id,source_character_id,source_character_name,whois_descriptor,whois_text_excerpt,has_ascii_art,ascii_art_score,ascii_art_line_count,ascii_art_excerpt
whois_bum_1780907355,char_bum,Bum,Dwarf,"Bum the Mad, sometimes Tum and sometimes Lum is a Dwarf [Retired].
Last login 13 years, 3 months, and 21 days ago.

          __      .=========.     __
         /\x\     |*  the  *|    /x/\
         \.\x\    {  M A D  }   /x/./
         /o.\x\   |__.---.__|  /x/.o\
        /o/\_\/   [__.---.__]  \/_/\o\
       /o/        |         |       \o\
      /o/         '\  -B-  /'        \o\
     ()/            '~~~~~'           \()",yes,36.5,8,"          __      .=========.     __
         /\x\     |*  the  *|    /x/\
         \.\x\    {  M A D  }   /x/./
         /o.\x\   |__.---.__|  /x/.o\
        /o/\_\/   [__.---.__]  \/_/\o\
       /o/        |         |       \o\
      /o/         '\  -B-  /'        \o\
     ()/            '~~~~~'           \()"
whois_carak_1780907465,char_carak,Carak,Orc,"Carak the Hound of Darkness is an Orc [Retired].
        .-'''''-.
      .'         `.
     :             :
    :        .      :
    :      _/|      :
     :.  =/_/      :
      `._/ |     .'
   (   /  ,|...-'
    \_/^\/||__
__/~..''~''''.\_____",yes,36.0,10,"        .-'''''-.
      .'         `.
     :             :
    :        .      :
    :      _/|      :
     :.  =/_/      :
      `._/ |     .'
   (   /  ,|...-'
    \_/^\/||__
__/~..''~''''.\_____"
whois_carl_1780907481,char_carl,Carl,Troll,"Carl Carlson, Safety Operations Supervisor is a Troll [Retired].

You know the thing about a Troll... it's got lifeless eyes, black eyes, like a
            doll's eyes. When it comes at ya, doesn't seem to be livin'.

                               Until it bites ya.

                              ('-.     _  .-')
                             ( OO ).-.( \( -O )
                    .-----.  / . --. / ,------.  ,--.
                   '  .--./  | \-.  \  |   /`. ' |  |.-')
                   |  |('-..-'-'  |  | |  /  | | |  | OO )
                  /_) |OO  )\| |_.'  | |  |_.' | |  |`-' |
                  ||  |`-'|  |  .-.  | |  .  '.'(|  '---.'
                 (_'  '--'\  |  | |  | |  |\  \  |      |
                    `-----'  `--' `--' `--' '--' `------'",yes,39.5,9,"                              ('-.     _  .-')
                             ( OO ).-.( \( -O )
                    .-----.  / . --. / ,------.  ,--.
                   '  .--./  | \-.  \  |   /`. ' |  |.-')
                   |  |('-..-'-'  |  | |  /  | | |  | OO )
                  /_) |OO  )\| |_.'  | |  |_.' | |  |`-' |
                  ||  |`-'|  |  .-.  | |  .  '.'(|  '---.'
                 (_'  '--'\  |  | |  | |  |\  \  |      |
                    `-----'  `--' `--' `--' '--' `------'"
whois_cyrano_1780907757,char_cyrano,Cyrano,Man,"Cyrano de Bergerac is a Man [Retired].
Last login 24 years and 21 days ago.
                       #     #                 #####
            ,--,       ##   ##  #####         #     #
      _ ___/ /\|   _   # # # #  #    #        #
  ,;~( )__, )  ~ _[_]_ #  #  #  #    #        #
 //  //   '==;    c"")  #     #  #####         #
'   \     | ^    `(_)' #     #  #   #    ##   #     #
     ^    ^       -""-  #     #  #    #   ##    #####",yes,32.5,7,"                       #     #                 #####
            ,--,       ##   ##  #####         #     #
      _ ___/ /\|   _   # # # #  #    #        #
  ,;~( )__, )  ~ _[_]_ #  #  #  #    #        #
 //  //   '==;    c"")  #     #  #####         #
'   \     | ^    `(_)' #     #  #   #    ##   #     #
     ^    ^       -""-  #     #  #    #   ##    #####"
whois_dimmu_1780907978,char_dimmu,Dimmu,Troll,"Dimmu is a level one Troll [Retired].

       .
      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |",yes,35.0,10,"      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |"
whois_dorolff_1780908105,char_dorolff,Dorolff,Dwarven Battlemaster,"Dorolff the Butcher is a level thirty-one Dwarven Battlemaster
    [Retired].
Last login 22 years, 1 month, and 11 days ago from [numerical
    address].
                  @@
                 @@@@  ##
                @@@@@@##@@@@@@
               @@@@@@##@@@@@@
                    ##@@@@@@
  Deaths: 7        ##  @@@@
    Kills: 8      ##    @@
                 ##      @  I only have one thing to say:
                ##          ""It's better to burn out,
               ##                      then to fade away.""",yes,6.0,4,"                 @@@@  ##
                @@@@@@##@@@@@@
               @@@@@@##@@@@@@
                    ##@@@@@@"
whois_draconis_1780908133,char_draconis,Draconis,Silvan Warlock,"Draconis the Ancient, Warlock of House Dakmor is a level
    forty-four Silvan Warlock [Retired].
Last login 20 years, 6 months, and 9 days ago from *.ee.

                                    _.--.
                                   /_.--.\
                                  /' - - `\
                                  (        )
                                 _,`.   .;'_
                               ,'    `,'    '.
                                     ;
                                    ;",yes,22.0,8,"                                    _.--.
                                   /_.--.\
                                  /' - - `\
                                  (        )
                                 _,`.   .;'_
                               ,'    `,'    '.
                                     ;
                                    ;"
whois_draggy_1780908160,char_draggy,Draggy,Mountain Troll Warrior,"Draggy Drone, Raider of Isengard is a level thirty-one Mountain
    Troll Warrior [Retired].

       .
      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |",yes,35.0,10,"      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |"
whois_echo_1780908381,char_echo,Echo,Cave Troll Brute,"Echo E c h o  E  c  h  o is a level thirty-one Cave Troll Brute
    [Retired].
                            ___________________________
                   /|  /|  |                          |
                   ||__||  |          Please          |
                  /   O O\__           feed           |
                 /          \       the trolls        |
                /      \     \                        |
               /   _    \     \ ----------------------
              /    |\____\     \     ||
             /     | | | |\____/     ||
            /       \|_|_|/   |    __||
           /  /  \            |____| ||
          /   |   | /|        |      --|
          |   |   |//         |____  --|
   * _    |  |_|_|_|          |     \-/",yes,59.0,14,"                            ___________________________
                   /|  /|  |                          |
                   ||__||  |          Please          |
                  /   O O\__           feed           |
                 /          \       the trolls        |
                /      \     \                        |
               /   _    \     \ ----------------------
              /    |\____\     \     ||
             /     | | | |\____/     ||
            /       \|_|_|/   |    __||
           /  /  \            |____| ||
          /   |   | /|        |      --|
          |   |   |//         |____  --|
   * _    |  |_|_|_|          |     \-/"
whois_eder_1780908392,char_eder,Eder,Dwarf,"Eder the Master is a Dwarf [Retired].
  ===================================   
  =   I Am Your Master, what else?  = 
  ===================================   
                  oo",yes,8.0,2,"  ===================================   
  ===================================   "
whois_eldrasil_1780908496,char_eldrasil,Eldrasil,Elf,"Eldrasil M & M's is an Elf [Retired].
Last login 16 years, 4 months, and 7 days ago.
         _..._
       .'_   _`.  _-.
      /   \ \_|
     .|  .-.-.  |_//
    //\   `-'   /-'
    \\ `.__M__.'
    (_) |/   \|
        \\   //
       /_=| |=_\",yes,32.0,9,"         _..._
       .'_   _`.  _-.
      /   \ \_|
     .|  .-.-.  |_//
    //\   `-'   /-'
    \\ `.__M__.'
    (_) |/   \|
        \\   //
       /_=| |=_\"
whois_elestir_1780908535,char_elestir,Elestir,Elf,"Elestir Isilme is an Elf [Retired].

           |`-._/\_.-`|
           |    ||    |
           |___o()o___|    Once upon a time,
           |__((<>))__|
           \   o\/o   /      defence was the key!
            \   ||   /
             \  ||  /
              '.||.'
                ``",yes,25.0,8,"           |`-._/\_.-`|
           |    ||    |
           |___o()o___|    Once upon a time,
           |__((<>))__|
            \   ||   /
             \  ||  /
              '.||.'
                ``"
whois_ermon_1780908711,char_ermon,Ermon,Dúnadan Chieftain,"Ermon is a level six Dúnadan Chieftain [Retired].
Last login 13 years, 3 months, and 10 days ago from *.no.
-------|--------------------------------------------------|----------
    ___|___                                            ___|___
   ////////\   _                                  _   /\\\\\\\\
  ////////  \ ('') /  \\\\\\\\
  | (_)  |  | (^)                                (^) |  | (_)  |
  |______|.====""==                              ==""====.|______|

---------------------------------------------------------------------

 [ Total pks: 147, Unique pks: 108. Total mobs: 6237. (News 1724) ]",yes,31.0,7,"-------|--------------------------------------------------|----------
    ___|___                                            ___|___
   ////////\   _                                  _   /\\\\\\\\
  ////////  \ ('') /  \\\\\\\\
  | (_)  |  | (^)                                (^) |  | (_)  |
  |______|.====""==                              ==""====.|______|
---------------------------------------------------------------------"
whois_escape_1780908733,char_escape,Escape,Dwarven Axemaster,"Escape short but thin is a level forty Dwarven Axemaster
    [Retired].
Last login 1 year, 5 months, and 8 days ago.
             _.-;-._
            ;_.JL___;
            F""-/\_-7L
            | a/ e | \
           ,L,c;,.='/;,
        _,-;;S:;:S;;:' '--._
       ;. \;;s:::s;;: .'   /\
      /  \  ;::::;;  /    /  \
     / ,  k ;S';;'S.'    j __,l
  ,---/| /  /S   /S '.   |'   ;
 ,Ljjj |/|.' s .' s   \  L    |
 LL,_ ]( \    /    '.  '.||   ;
 ||\ > /  ;-.'_.-.___\.-'(|==""(
 JJ,"" /   |_  [ E ]     _]|   /
  LL\/   ,' '--'-'-----'  \  (",yes,55.0,15,"             _.-;-._
            ;_.JL___;
            F""-/\_-7L
            | a/ e | \
           ,L,c;,.='/;,
        _,-;;S:;:S;;:' '--._
       ;. \;;s:::s;;: .'   /\
      /  \  ;::::;;  /    /  \
     / ,  k ;S';;'S.'    j __,l
  ,---/| /  /S   /S '.   |'   ;
 ,Ljjj |/|.' s .' s   \  L    |
 LL,_ ]( \    /    '.  '.||   ;
 ||\ > /  ;-.'_.-.___\.-'(|==""(
 JJ,"" /   |_  [ E ]     _]|   /
  LL\/   ,' '--'-'-----'  \  ("
whois_eternal_1780908744,char_eternal,Eternal,Half-Elf,"Eternal Erection is a Half-Elf [Retired].
Last login 5 years, 4 months, and 8 days ago.
  __  .__  __                          __
_/  |_|__|/  |_    ________ __   ____ |  | __ ___________
\   __\  \   __\  /  ___/  |  \_/ ___\|  |/ // __ \_  __ \
 |  | |  ||  |    \___ \|  |  /\  \___|    ____/  \___  >__|_ \\___  >__|
                      \/            \/     \/    \/",yes,24.0,5,"  __  .__  __                          __
_/  |_|__|/  |_    ________ __   ____ |  | __ ___________
\   __\  \   __\  /  ___/  |  \_/ ___\|  |/ // __ \_  __ \
 |  | |  ||  |    \___ \|  |  /\  \___|    ____/  \___  >__|_ \\___  >__|
                      \/            \/     \/    \/"
whois_falanor_1780908816,char_falanor,Falanor,Silvan Healer,"Falanor the Elven Lord is a level forty-six Silvan Healer
    [Retired].
Last login 22 years, 9 months, and 13 days ago from [numerical
    address].
}(|        \,;:,./         the forest folk
()(        ;;- -`;
)()       ,;!\_/,;,
(}(      .;!!\ /;!:.
}(|     / ''  *  '` \
(}|    : .^:     ;^. }    __
)8!    !_| :;,o,;: ;_!  (8888b.
((?b--,oL-/   _   \;db,,_/8888888b.  .o,.
)(dP*----(  .'-`.  )-..,,<_?888888P'_888888b.
()!      |  |   |  |     \\ _ ~~""""'--?888888'",yes,29.0,9,"()(        ;;- -`;
)()       ,;!\_/,;,
(}(      .;!!\ /;!:.
}(|     / ''  *  '` \
(}|    : .^:     ;^. }    __
)8!    !_| :;,o,;: ;_!  (8888b.
((?b--,oL-/   _   \;db,,_/8888888b.  .o,.
)(dP*----(  .'-`.  )-..,,<_?888888P'_888888b.
()!      |  |   |  |     \\ _ ~~""""'--?888888'"
whois_falenor_1780908838,char_falenor,Falenor,Silvan Rider,"Falenor the Elven Lord is a level thirty-five Silvan Rider
    [Retired].
Last login 20 years, 10 months, and 7 days ago from *.ee.
}(|        \,;:,./         the forest folk
()(        ;;- -`;
)()       ,;!\_/,;,
(}(      .;!!\ /;!:.
}(|     / ';; * :;` \
(}|    : .^:`   ';^. }    __
)8!    !_| :;,o,;: ;_!  (8888b.
((?b--,oL-/   _   \;db,,_/8888888b.  .o,.
)(dP*----(  .'-`.  )-..,,<_?888888P'_888888b.
()!      |  |   |  |     \\ _ ~~""""'--?888888'",yes,29.0,9,"()(        ;;- -`;
)()       ,;!\_/,;,
(}(      .;!!\ /;!:.
}(|     / ';; * :;` \
(}|    : .^:`   ';^. }    __
)8!    !_| :;,o,;: ;_!  (8888b.
((?b--,oL-/   _   \;db,,_/8888888b.  .o,.
)(dP*----(  .'-`.  )-..,,<_?888888P'_888888b.
()!      |  |   |  |     \\ _ ~~""""'--?888888'"
whois_feorwyn_1780908948,char_feorwyn,Feorwyn,Rohirric Rider,"Feorwyn daughter of Feormund, rider of Eastfold is a level
    twenty-seven Rohirric Rider [Retired].
Last login 22 years, 3 months, and 9 days ago from [numerical
    address].
      a@@@@@@@@@@@@a
     @@@@@@@@@@@@@@@@
    `@@@@@`\\//'@@@@@'
        ,,/ ||  \,,
       /(°\ || /°)m
  ,---' /`-'||`-'\ `----,
 /( )__))   ||   ((,==( )\
/ //    \\  ||    \\   \\ \
  ``     ``/MM\    ''   ''",yes,25.0,7,"    `@@@@@`\\//'@@@@@'
        ,,/ ||  \,,
       /(°\ || /°)m
  ,---' /`-'||`-'\ `----,
 /( )__))   ||   ((,==( )\
/ //    \\  ||    \\   \\ \
  ``     ``/MM\    ''   ''"
whois_furfoot_1780909146,char_furfoot,Furfoot,Hobbit,"Furfoot Furry, the furiest furball is a Hobbit [Retired].
Last login 6 years and 14 days ago.

     ___
   (|O_o|)
    / . \
    \___/
  Don't worry,
   be furry
Círdan the Shipwright says 'Do you expect me to allow my ships
to be tainted by the feet of one such as you? Begone!'",yes,9.0,4,"     ___
   (|O_o|)
    / . \
    \___/"
whois_gattling_1780909219,char_gattling,Gattling,Maia,"Gattling Gnu aka Röversten is a Maia (Wright) [Retired].
          _____
Aeglon   /     \               Bud
Amalric  |OiNk!|_              Carib
Bodruit  \_____/ \    ______   Gorblarg
Celegorm          ^..^      \  Gorgan
Desire            (oo)       9 Gorgmoth
Galandir             \______/  Urgh
Laror                 WW  WW   Gatira",yes,7.0,3,"          _____
Aeglon   /     \               Bud
Bodruit  \_____/ \    ______   Gorblarg"
whois_ginlon_1780909336,char_ginlon,Ginlon,Elf,"Ginlon - King of the Noldo is an Elf [Retired].
Last login 17 years, 6 months, and 8 days ago.

                                                            

             {^}   {^} {^}   {^}
             (-----------------)
             ( (o) (o) (o) (o) )",yes,11.5,3,"             {^}   {^} {^}   {^}
             (-----------------)
             ( (o) (o) (o) (o) )"
whois_goliat_1780909453,char_goliat,Goliat,Fallohide Priest,"Goliat the small Giant is a level thirty-two Fallohide Priest
    [Retired].
Last login 5 years, 8 months, and 10 days ago.
           .-""---.
          /       \
         /\___.-'./\
         \/ O) (O \/
    __    |  (_)  |
   / /  __/\\___//\
   | (_/\ \/`---'\/ /\
   \ \/  \  \   /  /  \
   /\|   /  -| |-  \   \
  | ||  /\  -| |-  /\   \
   \/|_/ |  -|_\-  |/   /
   \ \   /  /B_B\  \\  /
   / (   \_/  _  \_/ \/
   \ \   /    |    \_/",yes,62.0,14,"           .-""---.
          /       \
         /\___.-'./\
         \/ O) (O \/
    __    |  (_)  |
   / /  __/\\___//\
   | (_/\ \/`---'\/ /\
   \ \/  \  \   /  /  \
   /\|   /  -| |-  \   \
  | ||  /\  -| |-  /\   \
   \/|_/ |  -|_\-  |/   /
   \ \   /  /B_B\  \\  /
   / (   \_/  _  \_/ \/
   \ \   /    |    \_/"
whois_gulag_1780909686,char_gulag,Gulag,back where he belongs is a level forty-four Tarkhnarb Soldier,"Gulag is back where he belongs is a level forty-four Tarkhnarb
    Soldier [Retired].
               _
             _| |_
            |_   _|
              | |
           __/   \__
          |         |
          |  Gulag  |
          |         |
        ^^^^^^^^^^^^^^^",yes,21.5,8,"               _
             _| |_
            |_   _|
              | |
           __/   \__
          |         |
          |         |
        ^^^^^^^^^^^^^^^"
whois_hoho_1780911735,char_hoho,Hoho,Maia,"Hoho haha hehe hihi is a Maia (Cartographer) [Retired].
  _______
 /  ___  \
| {~._.~} |
| _( Y )_ |Tolkien is hobbit-forming
|(: ~*~ :)|Don't be afraid, be VERY AFRAID !
| (_)-(_) |
 \_______/",yes,11.0,3,"  _______
 /  ___  \
| {~._.~} |"
whois_hudson_1780911796,char_hudson,Hudson,Hobbit,"Hudson Hawk is a Hobbit [Retired].
Last login 21 years, 2 months, and 22 days ago.
p(Aramis, Shaka)
                         ---------------------------- 
                                 H U D S O N          
                                   H A W K            
                               . o        c ,         
                               `'#v--  --v#`'         
                                /'>      <`\          
                              heh ! wanna vs me ?     
                         ----------------------------",yes,11.5,3,"                               `'#v--  --v#`'         
                                /'>      <`\          
                         ----------------------------"
whois_inziladûn_1780911981,,Inziladûn,Black Númenórean,"Inziladûn Bsvrjrn is a Black Númenórean [Retired].
                                                        _v
                                                     __* (__)
             ff     ff     ff     ff                {\/ (_(__).-.
      ff    |-(___)/ ,_)
    o>     (___)~~(___)~~(___)~~(___)~~~~\\_/_______\_//
                // >>  // >>  // >>  // >>     `'---------'`",yes,20.0,5,"                                                     __* (__)
             ff     ff     ff     ff                {\/ (_(__).-.
      ff    |-(___)/ ,_)
    o>     (___)~~(___)~~(___)~~(___)~~~~\\_/_______\_//
                // >>  // >>  // >>  // >>     `'---------'`"
whois_iranon_1780912004,char_iranon,Iranon,Black Númenórean,"Iranon is a Black Númenórean [Retired].

{__{_______          {_       {___     {__    {____     {___     {__
{__{__    {__       {_ __     {_ {__   {__  {__    {__  {_ {__   {__
{__{__    {__      {_  {__    {__ {__  {__{__        {__{__ {__  {__
{__{_ {__         {__   {__   {__  {__ {__{__        {__{__  {__ {__
{__{__  {__      {______ {__  {__   {_ {__{__        {__{__   {_ {__
{__{__    {__   {__       {__ {__    {_ __  {__     {__ {__    {_ __
{__{__      {__{__         {__{__      {__    {____     {__      {__",yes,27.5,7,"{__{_______          {_       {___     {__    {____     {___     {__
{__{__    {__       {_ __     {_ {__   {__  {__    {__  {_ {__   {__
{__{__    {__      {_  {__    {__ {__  {__{__        {__{__ {__  {__
{__{_ {__         {__   {__   {__  {__ {__{__        {__{__  {__ {__
{__{__  {__      {______ {__  {__   {_ {__{__        {__{__   {_ {__
{__{__    {__   {__       {__ {__    {_ __  {__     {__ {__    {_ __
{__{__      {__{__         {__{__      {__    {____     {__      {__"
whois_joker_1780912210,char_joker,Joker,Orc,"Joker, The Joker is an Orc [Retired].
       ,            _..._            ,
      {'.         .'     '.         .'}
     { ~ '.      _|=    __|_      .'  ~}
    { ~  ~ '-._ (___________) _.-'~  ~  }
   {~  ~  ~   ~.'           '. ~    ~    }
  {  ~   ~  ~ /   /\     /\   \   ~    ~  }
  {   ~   ~  /    __     __    \ ~   ~    }
   {   ~  /\/  --  \/\ ~   ~}
    { ~   ;(      \/ .-. \/      );   ~ }
     { ~ ~\_  ()  ^ (   ) ^  ()  _/ ~  }
      '-._~ \   (`-._'-'_.-')   / ~_.-'
          '--\   `'._'""'_.'`   /--'
              \     \`-'/     /
               `\    '-'    /'
                 `\       /'
                   '-...-'",yes,64.5,16,"       ,            _..._            ,
      {'.         .'     '.         .'}
     { ~ '.      _|=    __|_      .'  ~}
    { ~  ~ '-._ (___________) _.-'~  ~  }
   {~  ~  ~   ~.'           '. ~    ~    }
  {  ~   ~  ~ /   /\     /\   \   ~    ~  }
  {   ~   ~  /    __     __    \ ~   ~    }
   {   ~  /\/  --  \/\ ~   ~}
    { ~   ;(      \/ .-. \/      );   ~ }
     { ~ ~\_  ()  ^ (   ) ^  ()  _/ ~  }
      '-._~ \   (`-._'-'_.-')   / ~_.-'
          '--\   `'._'""'_.'`   /--'
              \     \`-'/     /
               `\    '-'    /'
                 `\       /'
                   '-...-'"
whois_kade_1780912255,char_kade,Kade,Silvan Quickblade,"Kade the Mist in the Woods is a level thirty-four Silvan
    Quickblade [Retired].
Last login 20 years, 8 months, and 28 days ago from *.com.
Is playing from *.behind.you

_____                                      ____
|   ,o888b,`?888                           888P',d888o,   |
| ,88( )888   ?8  You win some             8P   888( )88, |
| 8888888P'    8   and lose some...        8    `?8888888 |
| 888P'        8                           8        `?888 |
| `88    (*)  d8     an endless battle     8b   (*)  88'  |
|___`?._  _.o888      of Good vs. Evil...  888o._  _.P____|",yes,14.5,6,"_____                                      ____
|   ,o888b,`?888                           888P',d888o,   |
| ,88( )888   ?8  You win some             8P   888( )88, |
| 8888888P'    8   and lose some...        8    `?8888888 |
| 888P'        8                           8        `?888 |
|___`?._  _.o888      of Good vs. Evil...  888o._  _.P____|"
whois_kami_1780912283,char_kami,Kami,Silvan Scholar,"Kami boo boo be boo is a level twenty-five Silvan Scholar
    [Retired].
Last login 18 years, 7 months, and 7 days ago from *.com.
      ______________________________    . \  | / .
     /                            / \     \ \ / /
    |       Happy Birthday       | ==========  - -
     \____________________________\_/     / / \ \
                                        . /  | \ .",yes,21.5,5,"      ______________________________    . \  | / .
     /                            / \     \ \ / /
    |       Happy Birthday       | ==========  - -
     \____________________________\_/     / / \ \
                                        . /  | \ ."
whois_khakis_1780912423,char_khakis,Khakis,Dwarven Battlemaster,"Khakis Brokenshield of Khazad-dûm is a level thirty-nine Dwarven
    Battlemaster [Retired].
Last login 18 years, 8 months, and 20 days ago from *.com.
             +-------------------+            :.:\:\:/:/:.:
             |   PLEASE DO NOT   |           :=.' -   - '.=:
             |  FEED THE TROLLS  |           '=(\ 9   9 /)='
             |   Thank you,      |              (  (_)  )
             |       Management  |              /`-vvv-'\
             +-------------------+             /         \
                     |  |        @@@          / /|,,,,,|\ \
                     |  |        @@@         /_//  /^\  \\_\
       @x@@x@        |  |         |/         WW(  (   )  )WW
       \||||/        |  |        \|           __\,,\ /,,/__",yes,29.5,9,"             +-------------------+            :.:\:\:/:/:.:
             |   PLEASE DO NOT   |           :=.' -   - '.=:
             |  FEED THE TROLLS  |           '=(\ 9   9 /)='
             |   Thank you,      |              (  (_)  )
             +-------------------+             /         \
                     |  |        @@@          / /|,,,,,|\ \
                     |  |        @@@         /_//  /^\  \\_\
       @x@@x@        |  |         |/         WW(  (   )  )WW
       \||||/        |  |        \|           __\,,\ /,,/__"
whois_kitto_1780912551,char_kitto,Kitto,Beorning Battlemaster,"Kitto really is a level thirty-seven Beorning Battlemaster
    [Retired].
Last login 19 years, 9 months, and 26 days ago from *.cz.
Is playing from *.pwl.au
       / /""`.\.--""""""--./,'""\ \
       \ \    _       _    / /
        `./  / __   __ \  \,'
         /    /_O)_(_O\    \
         |  .-'  ___  `-.  |      Kitto!
      .--|       \_/       |--.
    ,'    \   \   |   /   /    `.
   /       `.  `--^--'  ,'       \",yes,33.5,8,"       / /""`.\.--""""""--./,'""\ \
       \ \    _       _    / /
        `./  / __   __ \  \,'
         /    /_O)_(_O\    \
         |  .-'  ___  `-.  |      Kitto!
      .--|       \_/       |--.
    ,'    \   \   |   /   /    `.
   /       `.  `--^--'  ,'       \"
whois_korek_1780912608,char_korek,Korek,Tarkhnarb Rider,"Korek the Despiser is a level thirty-four Tarkhnarb Rider
    [Retired].

  $  $$$$$$$$$$$  $$$$$
  $. `$' \' \$`  $$$$$$
  $$. !\  i  i .$$$$$$$
  $$$   `--`--.$$$$$$$$
  $$$L        `$$$$$^^$
  $$$$.   .'   """"~   $$
  $$$$$.  ;      .e$$$$
  $$$$$$   `.$$$$$$$$$$
  $$$$$    .$$$$$$$$$$$",yes,4.5,3,"  $$$L        `$$$$$^^$
  $$$$.   .'   """"~   $$
  $$$$$.  ;      .e$$$$"
whois_krubb_1780912686,char_krubb,Krubb,Tarkhnarb Assassin,"Krubb The Pink Power Ranger! is a level thirty-three Tarkhnarb
    Assassin [Retired].

 ____  __.           ___.  ___.
|    |/ _|______ __ _\_ |__\_ |__
|      < \_  __ \  |  \ __ \| __ \
|    |  \ |  | \/  |  / \_\ \ \_\ \
|____|__ \|__|  |____/|___  /___  /
        \/                \/    \/",yes,28.0,6," ____  __.           ___.  ___.
|    |/ _|______ __ _\_ |__\_ |__
|      < \_  __ \  |  \ __ \| __ \
|    |  \ |  | \/  |  / \_\ \ \_\ \
|____|__ \|__|  |____/|___  /___  /
        \/                \/    \/"
whois_lâirâthim_1780912743,,Lâirâthim,Black Númenórean,"Lâirâthim - Backfire of the Black Shadow Clan is a Black
    Númenórean [Retired].
   |\                        |\          .(' *) ' .     .(' *) ' .
   | \           *           | \        ' .*) .'*      ' .*) .'*
   |(*\         //           |(*\      .*(// .*) .    .*(   .*) .     //
   |___\       //            |___\       // (. '*          (. '*     //
   (((""'\     //             (((""'\     // '  * .         '  * .    //
   ((c'7')   /\)             ((c'7')   /\)               ((c+7+)   /\)
   ((((-))  /  \             ((((U))  /  \               ((((O))  /  \
 .-')))(((-'   /           .-')))(((-'   /             .-')))(((-'   /
    (((()) __/'               (((()) __/'                 (((()) __/'
     )))( |                    )))( |                      )))( |",yes,40.0,10,"   |\                        |\          .(' *) ' .     .(' *) ' .
   | \           *           | \        ' .*) .'*      ' .*) .'*
   |(*\         //           |(*\      .*(// .*) .    .*(   .*) .     //
   |___\       //            |___\       // (. '*          (. '*     //
   (((""'\     //             (((""'\     // '  * .         '  * .    //
   ((c'7')   /\)             ((c'7')   /\)               ((c+7+)   /\)
   ((((-))  /  \             ((((U))  /  \               ((((O))  /  \
 .-')))(((-'   /           .-')))(((-'   /             .-')))(((-'   /
    (((()) __/'               (((()) __/'                 (((()) __/'
     )))( |                    )))( |                      )))( |"
whois_lancelot_1780912787,char_lancelot,Lancelot,Maia,"Lancelot the failed god of Charging is a Maia.
        ,::,
           /\_
          (  /
          (()      :,:
          | \\  ,,::'(
      __ _(  )m=((((((((=========-----
    /'  '\'()/' ' /'\.)
 ,:(      )||     (
 :' \    /-(.:,   )
     ) /       ) /
    //         ||",yes,34.0,10,"           /\_
          (  /
          (()      :,:
          | \\  ,,::'(
      __ _(  )m=((((((((=========-----
    /'  '\'()/' ' /'\.)
 ,:(      )||     (
 :' \    /-(.:,   )
     ) /       ) /
    //         ||"
whois_liten_1780912962,char_liten,Liten,Tarkhnarb Champion,"Liten Krigare, Servant of Sauron is a level fifty-four Tarkhnarb
    Champion [Retired].

     ._______.
     | \   / |
  .--|.O.|.O.|______.
__).-| = | = |/   \ |
>__) (.'---`.)Q.|.Q.|--.
      \\___// = | = |-.(__
       `---'( .---. ) (__<
             \\.-.//
              `---'",yes,37.5,9,"     ._______.
     | \   / |
  .--|.O.|.O.|______.
__).-| = | = |/   \ |
>__) (.'---`.)Q.|.Q.|--.
      \\___// = | = |-.(__
       `---'( .---. ) (__<
             \\.-.//
              `---'"
whois_lothlahn_1780913036,char_lothlahn,Lothlahn,Elf,"Lothlahn Witôzwan, swift death of the west is an Elf.
Last login 15 years and 10 months ago.

  ____      ""Lothlahn is no
 |  o_O        real mage,
 | __|   =     He cheats.""
  \/  ,__ _. /\
Ò-/\--<>____Þ  ------
  \/  (|     \/
 _/|_
""BAM!!!""
Im evil... And I feel it.",yes,14.0,5,"  ____      ""Lothlahn is no
 | __|   =     He cheats.""
  \/  ,__ _. /\
Ò-/\--<>____Þ  ------
  \/  (|     \/"
whois_magi_1780913137,char_magi,Magi,Sindarin Heroine,"Magi does a little magic is a level forty-four Sindarin Heroine
    [Retired].
Last login 1 month and 28 days ago from *.no.
                .--.
               //\\ \
    \|/       ///_\\\\
    -*-      /(| *|*\\\
    /|\      )))\_-_/((\
     \ \    ./'_/ "" \_`\)
      \ \.-"" ._ \   /   \
       \ _.-""(   ) (   )|
        ""     )"" \ /""""/ |
            .-'  .Y  /| |",yes,39.0,10,"                .--.
               //\\ \
    \|/       ///_\\\\
    -*-      /(| *|*\\\
    /|\      )))\_-_/((\
     \ \    ./'_/ "" \_`\)
      \ \.-"" ._ \   /   \
       \ _.-""(   ) (   )|
        ""     )"" \ /""""/ |
            .-'  .Y  /| |"
