character_id,character_name,player_id,player_main_handle,player_known_by,player_real_name,player_link_type,player_link_status,player_link_confidence,player_link_evidence_id,player_link_notes,immortal_list_status,immortal_list_category,is_maiar_muddler,honorary_immortal,immortal_list_source_id,immortal_list_source_name,immortal_list_source_date_context,immortal_list_evidence_id,immortal_list_review_status,immortal_list_notes,source_whois_id,source_descriptor,derived_race,derived_subrace,derived_faction,derived_faction_confidence,derived_base_class,derived_who_class_group,derived_class_title,derived_class_confidence,derived_class_skill_notes,derived_class_level_restriction_notes,derived_class_race_restriction_notes,derived_class_alignment_restriction_notes,derived_gender,derived_gender_confidence,derived_immortal_rank,derived_immortal_code,derived_immortal_role,classification_status,classification_notes,candidate_whois_rows,review_needed
char_galurin,Galurin,player_0154,Bishn�k,Bishn�k [Eric],Eric,listed_same_player,accepted,medium,evidence_player_group_0154,,,,,,,,,,,,whois_galurin_1780909191,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_gamak,Gamak,player_0004,Wow,Wow,,listed_same_player,accepted,medium,evidence_player_group_0004,,,,,,,,,,,,whois_gamak_1780909197,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_gamli,Gamli,player_0153,Gloha,Gloha,,listed_same_player,accepted,medium,evidence_player_group_0153,,,,,,,,,,,,whois_gamli_1780909202,Broadbeam Soldier,Dwarf,Broadbeam,Free Peoples,medium,Warrior,Warrior,Soldier,high,,,,,,,,,,classified,race_term=Broadbeam | class_title=Soldier | who_class_group=Warrior | class_confidence=high,1,no
char_gamram,Gamram,player_0168,Linar,Linar,,listed_same_player,accepted,medium,evidence_player_group_0168,,,,,,,,,,,,whois_gamram_1780909208,Dwarven Ranger,Dwarf,,Free Peoples,medium,General,General,Ranger,medium,High Track; exact requirement uncertain and probably not 100%+,,,,,,,,,classified,race_term=Dwarven | class_title=Ranger | who_class_group=General | class_confidence=medium | skill_notes=High Track; exact requirement uncertain and probably not 100%+,1,no
char_garkan,Garkan,player_0115,Marillion,Marillion,,listed_same_player,accepted,medium,evidence_player_group_0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gattling,Gattling,player_0123,Gattling,Gattling,,listed_same_player,accepted,medium,evidence_player_group_0123,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gattling_105_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gattling_1780909219,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,2,no
char_gauldoth,Gauldoth,player_0198,Fisben,Fisben [Gleb],Gleb,listed_same_player,accepted,medium,evidence_player_group_0198,,,,,,,,,,,,whois_gauldoth_1780909224,Tarkhnarb Champion,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Champion,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Champion | who_class_group=General | class_confidence=medium,1,no
char_gaurhir,Gaurhir,player_0083,Goretongue,Goretongue [Jeremiah],Jeremiah,listed_same_player,accepted,medium,evidence_player_group_0083,,,,,,,,,,,,whois_gaurhir_1780909230,Tarkhnarb Warg-rider,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Warg-rider,low,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Warg-rider | who_class_group=Warrior | class_confidence=low,1,no
char_gaurog,Gaurog,player_0083,Goretongue,Goretongue [Jeremiah],Jeremiah,listed_same_player,accepted,medium,evidence_player_group_0083,,,,,,,,,,,,whois_gaurog_1780909235,Orkish Murderer,Orc,,Minions of Sauron,high,Thief,Thief,Murderer,medium,,,,,,,,,,classified,race_term=Orkish | class_title=Murderer | who_class_group=Thief | class_confidence=medium,1,no
char_gauruk,Gauruk,player_0159,Beorel,Beorel,,listed_same_player,accepted,medium,evidence_player_group_0159,,,,,,,,,,,,whois_gauruk_1780909241,Tarkhnarb Shaman,Orc,Tarkhnarb,Minions of Sauron,high,Cleric,Cleric,Shaman,low,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Shaman | who_class_group=Cleric | class_confidence=low,1,no
char_gaylord,Gaylord,player_0086,Squiffy,Squiffy,,listed_same_player,accepted,medium,evidence_player_group_0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gazel,Gazel,player_0199,Roman,Roman [Roman],Roman,listed_same_player,accepted,medium,evidence_player_group_0199,,,,,,,,,,,,whois_gazel_1780909252,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_geirrodr,Geirrodr,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,whois_geirrödr_1780909258,Cave Troll Warrior,Troll,Cave Troll,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Cave Troll | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_gelion,Gelion,player_0114,Echo,Echo,,listed_same_player,accepted,medium,evidence_player_group_0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gena,Gena,player_0164,Gobakapp,Gobakapp,,listed_same_player,accepted,medium,evidence_player_group_0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gereb,Gereb,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,whois_gereb_1780909274,Man,Man,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Man | base_class_unknown,1,no
char_geri,Geri,player_0001,Rogon,Rogon,,listed_same_player,accepted,medium,evidence_player_group_0001,,,,,,,,,,,,whois_geri_1780909280,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_ghostly,Ghostly,player_0015,Ghostly,Ghostly,,listed_same_player,accepted,medium,evidence_player_group_0015,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ghostly_52_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ghostly_1780909285,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,2,no
char_ghourne,Ghourne,player_0126,Deris,Deris,,listed_same_player,accepted,medium,evidence_player_group_0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gilcon,Gilcon,player_0104,Donutello,Donutello,,listed_same_player,accepted,medium,evidence_player_group_0104,,,,,,,,,,,,whois_gilcon_1780909297,Noldorin Wizard,Elf,Noldorin,Free Peoples,medium,Magic-user,Magic-user,Wizard,high,,,,,,,,,,classified,race_term=Noldorin | class_title=Wizard | who_class_group=Magic-user | class_confidence=high,1,no
char_gildur,Gildur,player_0052,Salmar,Salmar,,listed_same_player,accepted,medium,evidence_player_group_0052,,,,,,,,,,,,whois_gildur_1780909302,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_gilmandir,Gilmandir,player_0137,Tear,Tear,,listed_same_player,accepted,medium,evidence_player_group_0137,,,,,,,,,,,,whois_gilmándir_1780909308,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_gilmas,Gilmas,player_0067,David,David [David],David,listed_same_player,accepted,medium,evidence_player_group_0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gilror,Gilror,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gimilzor,Gimilzor,player_0159,Beorel,Beorel,,listed_same_player,accepted,medium,evidence_player_group_0159,,,,,,,,,,,,whois_gimilzór_1780909324,Black Númenórean,Man,Black Númenórean,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Black Númenórean | base_class_unknown,1,no
char_gimlung,Gimlung,player_0161,Halir,Halir,,listed_same_player,accepted,medium,evidence_player_group_0161,,,,,,,,,,,,whois_gimlung_1780909330,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_ginlon,Ginlon,player_0033,Ginlon,Ginlon,,listed_same_player,accepted,medium,evidence_player_group_0033,,,,,,,,,,,,whois_ginlon_1780909336,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_giralion,Giralion,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_girando,Girando,player_0012,Axel,Axel [Axel],Axel,listed_same_player,accepted,medium,evidence_player_group_0012,,,,,,,,,,,,whois_girando_1780909347,Black Númenórean Wizard,Man,Black Númenórean,Minions of Sauron,high,Magic-user,Magic-user,Wizard,high,,,,,,,,,,classified,race_term=Black Númenórean | class_title=Wizard | who_class_group=Magic-user | class_confidence=high,1,no
char_girithol,Girithol,player_0147,Girithol,Girithol,,listed_same_player,accepted,medium,evidence_player_group_0147,,,,,,,,,,,,whois_girithol_1780909353,Half-elven Rider,Half-Elf,,Free Peoples,medium,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Half-elven | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
char_glabthrak,Glabthrak,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_glabur,Glabur,player_0078,Khozdul,Khozdul [Calle],Calle,listed_same_player,accepted,medium,evidence_player_group_0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_glader,Glader,player_0159,Beorel,Beorel,,listed_same_player,accepted,medium,evidence_player_group_0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gladush,Gladush,player_0052,Salmar,Salmar,,listed_same_player,accepted,medium,evidence_player_group_0052,,,,,,,,,,,,whois_gladush_1780909375,Tarkhnarb Warrior,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_glamduril,Glamduril,player_0161,Halir,Halir,,listed_same_player,accepted,medium,evidence_player_group_0161,,,,,,,,,,,,whois_glamduril_1780909380,Noldorin Sentry,Elf,Noldorin,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Noldorin | unmatched=Sentry | base_class_unknown,2,no
char_glaran,Glaran,player_0028,Enforcer,Enforcer [Ert],Ert,listed_same_player,accepted,medium,evidence_player_group_0028,,,,,,,,,,,,whois_glaran_1780909386,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_glaref,Glaref,player_0081,Vassago,Vassago,,listed_same_player,accepted,medium,evidence_player_group_0081,,,,,,,,,,,,whois_glaref_1780909391,Half-elven Warlock,Half-Elf,,Free Peoples,medium,Magic-user,Magic-user,Warlock,high,,,,,male,medium,,,,classified,race_term=Half-elven | class_title=Warlock | who_class_group=Magic-user | class_confidence=high,1,no
char_glebus,Glebus,player_0198,Fisben,Fisben [Gleb],Gleb,listed_same_player,accepted,medium,evidence_player_group_0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_glendale,Glendale,player_0138,Lochdale,Lochdale [Donal],Donal,listed_same_player,accepted,medium,evidence_player_group_0138,,,,,,,,,,,,whois_glendale_1780909403,Eriadorian Hero,Man,Eriadorian,Free Peoples,medium,General,General,Hero,medium,,,,,,,,,,classified,race_term=Eriadorian | class_title=Hero | who_class_group=General | class_confidence=medium,1,no
char_glenn,Glenn,player_0110,Fredde,Fredde [Fredde],Fredde,listed_same_player,accepted,medium,evidence_player_group_0110,,,,,,,,,,,,whois_glenn_1780909408,Black Númenórean,Man,Black Númenórean,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Black Númenórean | base_class_unknown,1,no
char_glithraril,Glithraril,player_0183,Dizz,Dizz [Tomas],Tomas,listed_same_player,accepted,medium,evidence_player_group_0183,,,,,,,,,,,,whois_glithraril_1780909414,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_globur,Globur,player_0072,Valamir,Valamir [Ole],Ole,listed_same_player,accepted,medium,evidence_player_group_0072,,,,,,,,,,,,whois_globur_1780909419,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_gloha,Gloha,player_0153,Gloha,Gloha,,listed_same_player,accepted,medium,evidence_player_group_0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_glubur,Glubur,player_0077,Winzy,Winzy [Oscar],Oscar,listed_same_player,accepted,medium,evidence_player_group_0077,,,,,,,,,,,,whois_glubur_1780909431,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_gobakapp,Gobakapp,player_0164,Gobakapp,Gobakapp,,listed_same_player,accepted,medium,evidence_player_group_0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gobbler,Gobbler,player_0129,Liliah,Liliah,,listed_same_player,accepted,medium,evidence_player_group_0129,,,,,,,,,,,,whois_gobbler_1780909442,Troll,Troll,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Troll | base_class_unknown,1,no
char_goldor,Goldor,player_0068,Elrik,Elrik,,listed_same_player,accepted,medium,evidence_player_group_0068,,,,,,,,,,,,whois_goldor_1780909447,Dwarven Hero,Dwarf,,Free Peoples,medium,General,General,Hero,medium,,,,,,,,,,classified,race_term=Dwarven | class_title=Hero | who_class_group=General | class_confidence=medium,1,no
char_goliat,Goliat,player_0108,Toe,Toe,,listed_same_player,accepted,medium,evidence_player_group_0108,,,,,,,,,,,,whois_goliat_1780909453,Fallohide Priest,Hobbit,Fallohide,Free Peoples,medium,Cleric,Cleric,Priest,high,,,,,,,,,,classified,race_term=Fallohide | class_title=Priest | who_class_group=Cleric | class_confidence=high,1,no
char_gomen,Gomen,player_0102,Naredhel,Naredhel,,listed_same_player,accepted,medium,evidence_player_group_0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gondgurth,Gondgurth,player_0007,Diamonium,Diamonium,,listed_same_player,accepted,medium,evidence_player_group_0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_goretongue,Goretongue,player_0083,Goretongue,Goretongue [Jeremiah],Jeremiah,listed_same_player,accepted,medium,evidence_player_group_0083,,,,,,,,,,,,whois_goretongue_1780909469,Mountain Troll Wrecker,Troll,Mountain Troll,Minions of Sauron,high,Warrior,Warrior,Wrecker,low,,,,,,,,,,classified,race_term=Mountain Troll | class_title=Wrecker | who_class_group=Warrior | class_confidence=low,1,no
char_gorlach,Gorlach,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,whois_gorlach_1780909475,Tarkhnarb Rider,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
char_gorshak,Gorshak,player_0088,Bulldozer,Bulldozer,,listed_same_player,accepted,medium,evidence_player_group_0088,,,,,,,,,,,,whois_gorshak_1780909481,Tarkhnarb Rider,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
char_gothia,Gothia,player_0096,Voile,Voile,,listed_same_player,accepted,medium,evidence_player_group_0096,,,,,,,,,,,,whois_gothia_1780909486,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_gothmog,Gothmog,player_0014,Gothmog,Gothmog [Petter],Petter,listed_same_player,accepted,medium,evidence_player_group_0014,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gothmog_23_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gothmog_1780909492,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,2,no
char_grab,Grab,player_0051,Alantir,Alantir,,listed_same_player,accepted,medium,evidence_player_group_0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gradash,Gradash,player_0052,Salmar,Salmar,,listed_same_player,accepted,medium,evidence_player_group_0052,,,,,,,,,,,,whois_gradash_1780909503,Tarkhnarb Archer,Orc,Tarkhnarb,Minions of Sauron,high,Thief,Thief,Archer,medium,Unknown percent Missile,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Archer | who_class_group=Thief | class_confidence=medium | skill_notes=Unknown percent Missile,1,no
char_grak,Grak,player_0126,Deris,Deris,,listed_same_player,accepted,medium,evidence_player_group_0126,,,,,,,,,,,,whois_grak_1780909509,Tarkhnarb Battlemaster,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_grakk,Grakk,player_0098,Dragor,Dragor,,listed_same_player,accepted,medium,evidence_player_group_0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grand,Grand,player_0217,Beat,Beat [Joosep],Joosep,listed_same_player,accepted,medium,evidence_player_group_0217,,,,,,,,,,,,whois_grand_1780909520,Tarkhnarb Champion,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Champion,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Champion | who_class_group=General | class_confidence=medium,1,no
char_grang,Grang,player_0220,Strine,Strine,,listed_same_player,accepted,medium,evidence_player_group_0220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_granite,Granite,player_0018,Feanor,Feanor,,listed_same_player,accepted,medium,evidence_player_group_0018,,,,,,,,,,,,whois_granite_1780909531,Hill Troll Warrior,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Hill Troll | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_granvil,Granvil,player_0086,Squiffy,Squiffy,,listed_same_player,accepted,medium,evidence_player_group_0086,,,,,,,,,,,,whois_granvil_1780909536,Black Númenórean Envoy,Man,Black Númenórean,Minions of Sauron,high,General,General,Envoy,medium,,,,,,,,,,classified,race_term=Black Númenórean | class_title=Envoy | who_class_group=General | class_confidence=medium,1,no
char_grashnak,Grashnak,player_0052,Salmar,Salmar,,listed_same_player,accepted,medium,evidence_player_group_0052,,,,,,,,,,,,whois_grashnak_1780909542,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_graugh,Graugh,player_0018,Feanor,Feanor,,listed_same_player,accepted,medium,evidence_player_group_0018,,,,,,,,,,,,whois_graugh_1780909547,Tarkhnarb Rider,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,2,no
char_gray,Gray,player_0190,Gray,Gray [Gray],Gray,listed_same_player,accepted,medium,evidence_player_group_0190,,,,,,,,,,,,whois_gray_1780820809,Noldorin Wizard,Elf,Noldorin,Free Peoples,medium,Magic-user,Magic-user,Wizard,high,,,,,,,,,,classified,race_term=Noldorin | class_title=Wizard | who_class_group=Magic-user | class_confidence=high,2,no
char_greed,Greed,player_0057,Kenzu,Kenzu,,listed_same_player,accepted,medium,evidence_player_group_0057,,,,,,,,,,,,whois_greed_1780909553,Dwarven Hero,Dwarf,,Free Peoples,medium,General,General,Hero,medium,,,,,,,,,,classified,race_term=Dwarven | class_title=Hero | who_class_group=General | class_confidence=medium,1,no
char_greoldreth,Greoldreth,player_0049,Haazheel,Haazheel,,listed_same_player,accepted,medium,evidence_player_group_0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grez,Grez,player_0001,Rogon,Rogon,,listed_same_player,accepted,medium,evidence_player_group_0001,,,,,,,,,,,,whois_grez_1780909564,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_gringo,Gringo,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,whois_gringo_1780909569,Hobbit,Hobbit,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Hobbit | base_class_unknown,1,no
char_grino,Grino,player_0199,Roman,Roman [Roman],Roman,listed_same_player,accepted,medium,evidence_player_group_0199,,,,,,,,,,,,whois_grino_1780832337,Black Númenórean,Man,Black Númenórean,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Black Númenórean | base_class_unknown,1,no
char_gris,Gris,player_0072,Valamir,Valamir [Ole],Ole,listed_same_player,accepted,medium,evidence_player_group_0072,,,,,,,,,,,,whois_gris_1780909575,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_grishelda,Grishelda,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,whois_grishelda_1780909580,Morruhk Adventurer,Orc,Morruhk,Minions of Sauron,high,General,General,Adventurer,medium,,,,,,,,,,classified,race_term=Morruhk | class_title=Adventurer | who_class_group=General | class_confidence=medium,1,no
char_grishnak_shag,Grishnak(Shag),player_0015,Ghostly,Ghostly,,listed_same_player,accepted,medium,evidence_player_group_0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grishtar,Grishtar,player_0070,Heldo,Heldo [Jens],Jens,listed_same_player,accepted,medium,evidence_player_group_0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grok,Grok,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,whois_gròk_1780909597,Dwarven Bodyguard,Dwarf,,Free Peoples,medium,Warrior,Warrior,Bodyguard,high,80% Rescue,,,,,,,,,classified,race_term=Dwarven | class_title=Bodyguard | who_class_group=Warrior | class_confidence=high | skill_notes=80% Rescue,1,no
char_grom,Grom,player_0036,Atlas,Atlas,,listed_same_player,accepted,medium,evidence_player_group_0036,,,,,,,,,,,,whois_grom_1780909603,Tarkhnarb Battlemaster,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_gromk,Gromk,player_0076,Bigger,Bigger [Jakob],Jakob,listed_same_player,accepted,medium,evidence_player_group_0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grukh,Grukh,player_0037,Bobbie,Bobbie,,listed_same_player,accepted,medium,evidence_player_group_0037,,,,,,,,,,,,whois_grukh_1780909614,Troll,Troll,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Troll | base_class_unknown,1,no
char_grul,Grul,player_0014,Gothmog,Gothmog [Petter],Petter,listed_same_player,accepted,medium,evidence_player_group_0014,,,,,,,,,,,,whois_grul_1780909619,Troll,Troll,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Troll | base_class_unknown,1,no
char_grume,Grume,player_0014,Gothmog,Gothmog [Petter],Petter,listed_same_player,accepted,medium,evidence_player_group_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_grumph,Grumph,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,whois_grumph_1780909630,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_grunganator,Grunganator,player_0216,Grunge,Grunge,,listed_same_player,accepted,medium,evidence_player_group_0216,,,,,,,,,,,,whois_grunganator_1780909636,Dwarven Battlemaster,Dwarf,,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Dwarven | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_grunge,Grunge,player_0216,Grunge,Grunge,,listed_same_player,accepted,medium,evidence_player_group_0216,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_grunge_487_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_grunge_1780909642,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,2,no
char_gruuk,Gruuk,player_0017,Alkar,Alkar,,listed_same_player,accepted,medium,evidence_player_group_0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gruumsh,Gruumsh,player_0119,Zeus,Zeus,,listed_same_player,accepted,medium,evidence_player_group_0119,,,,,,,,,,,,whois_gruumsh_1780909653,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_grymsh,Grymsh,player_0030,Manatark,Manatark [Kaido],Kaido,listed_same_player,accepted,medium,evidence_player_group_0030,,,,,,,,,,,,whois_grymsh_1780909658,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_grytash,Grytash,player_0075,Bjorn,Bjorn [Bjorn],Bjorn,listed_same_player,accepted,medium,evidence_player_group_0075,,,,,,,,,,,,whois_grytash_1780909664,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_grythar,Grythar,player_0065,Wryak,Wryak [Tapio],Tapio,listed_same_player,accepted,medium,evidence_player_group_0065,,,,,,,,,,,,whois_grythar_1780909670,Tarkhnarb Veteran,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Veteran,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Veteran | who_class_group=Warrior | class_confidence=high,1,no
