character_id,character_name,player_id,player_main_handle,player_known_by,player_real_name,player_link_type,player_link_status,player_link_confidence,player_link_evidence_id,player_link_notes,immortal_list_status,immortal_list_category,is_maiar_muddler,honorary_immortal,immortal_list_source_id,immortal_list_source_name,immortal_list_source_date_context,immortal_list_evidence_id,immortal_list_review_status,immortal_list_notes,source_whois_id,source_descriptor,derived_race,derived_subrace,derived_faction,derived_faction_confidence,derived_base_class,derived_who_class_group,derived_class_title,derived_class_confidence,derived_class_skill_notes,derived_class_level_restriction_notes,derived_class_race_restriction_notes,derived_class_alignment_restriction_notes,derived_gender,derived_gender_confidence,derived_immortal_rank,derived_immortal_code,derived_immortal_role,classification_status,classification_notes,candidate_whois_rows,review_needed
char_cassanunda,Cassanunda,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_cassanunda_179_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_cassanunda_1781578591,Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia,1,no
char_cuantar,Cuantar,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_cuantar_51_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_cuantar_1781578757,Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia,1,no
char_wormtongue,Wormtongue,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_wormtongue_773_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_wormtongue_1781606720,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_wiz,Wiz,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_wiz_772_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_wiz_1781606715,happy MUME'r is a Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia | unmatched=happy MUME'r is a,1,no
char_mordin,Mordin,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_mordin_607_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_mordin_1781604930,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_degolas,Degolas,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_degolas_223_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_degolas_1781578867,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_wilderon,Wilderon,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_wilderon_771_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_wilderon_1781606704,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_edomir,Edomir,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_edomir_418_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_edomir_1781579053,happy nappy!!! is a Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia | unmatched=happy nappy!!! is a,1,no
char_ward,Ward,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ward_202_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ward_1781606687,not here is a Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia | unmatched=not here is a,1,no
char_vürogue,Vürogue,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vurogue_769_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vürogue_1781606676,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_iston,Iston,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_iston_520_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_iston_1781603807,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_jerusha,Jerusha,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_jerusha_78_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_jerusha_1781603879,in other windows to is a Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia | unmatched=in other windows to is a,1,no
char_võlur,Võlur,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_volur_104_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_võlur_1781606670,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_víggo,Víggo,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_viggo_766_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_víggo_1781606664,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ceres,Ceres,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ceres_375_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ceres_1781578619,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_lolatmi,Lolatmi,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_lolatmi_576_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_lolatmi_1781604417,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vérathos,Vérathos,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_verathos_288_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vérathos_1781606659,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_mîm,Mîm,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_mim_139_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_mîm_1781604981,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_science,Science,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_science_196_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_science_1781605790,Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia,1,no
char_silosseth,Silosseth,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_silosseth_276_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_silosseth_1781605905,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_tulkas,Tulkas,,,,,,,,,,retired,Aratar,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_tulkas_12_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_tulkas_1781606420,"Vala, one of the Aratar",Vala,,Immortals,high,,,,,,,,,,,Arata,A,,immortal,immortal_term=one of the Aratar | race_term=Vala,1,no
char_sinprejic,Sinprejic,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_sinprejic_199_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_sinprejic_1781605939,Maia,Maia,,Immortals,high,Builder,Builder,Builder,high,,,,,,,Maia,M,Builder,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vigo,Vigo,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vigo_767_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vigo_1781606631,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_kyratai,Kyratai,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_kyratai_253_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_kyratai_1781604226,teacher! is a Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia | unmatched=teacher! is a,1,no
char_apolline,Apolline,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_apolline_322_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_apolline_1781577572,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_talia,Talia,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_talia_158_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_talia_1781606165,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_khan,Khan,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_khan_122_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_khan_1781604044,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vico,Vico,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vico_764_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vico_1781606619,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_stukk,Stukk,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_stukk_96_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_stukk_1781606112,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_velkin,Velkin,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_velkin_762_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_velkin_1781606602,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_veladan,Veladan,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_veladan_23_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_veladan_1781606596,Maia,Maia,,Immortals,high,Shaper,Shaper,Shaper,high,,,,,,,Maia,M,Shaper,immortal,immortal_term=Maia | race_term=Maia,1,no
char_miax,Miax,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_miax_596_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_miax_1781604830,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_varda,Varda,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_varda_80_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_varda_1781606588,Maia,Maia,,Immortals,high,Shaper,Shaper,Shaper,high,,,,,,,Maia,M,Shaper,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vanidor,Vanidor,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vanidor_66_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vanidor_1781606577,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,1,no
char_valur,Valur,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_valur_36_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_valur_1781606565,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,1,no
char_valdórë,Valdórë,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_valdore_761_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_valdórë_1781606557,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_vairë,Vairë,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vaire_65_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vairë_1781606546,Valië,Vala,,Immortals,medium,,,,,,,,,,,,,,custom_descriptor_unclassified,unmatched=Valië | race_unknown | base_class_unknown,1,yes
char_vai,Vai,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_vai_760_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_vai_1781606536,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_rut,Rut,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_rut_273_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_rut_1781605674,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_leni,Leni,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_leni_569_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_leni_1781604342,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_fionwë,Fionwë,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_fionwe_458_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_fionwë_1781579772,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_stiletto,Stiletto,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_stiletto_727_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_stiletto_1781606090,going skiing is a Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia | unmatched=going skiing is a,1,no
char_freeway,Freeway,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_freeway_463_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_freeway_1781579855,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_tilwe,Tilwe,,,,,,,,,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_tilwe_102_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_tilwe_1781606330,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_badger,Badger,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_badger_45_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_badger_1781577810,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,1,no
char_of,of,,,,,,,,,,,,,,,,,,,,whois_of_1781576705,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ulynn,Ulynn,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ulynn_757_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ulynn_1781606493,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_pendak,Pendak,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_pendak_653_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_pendak_1781605331,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ulixes,Ulixes,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ulixes_756_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ulixes_1781606471,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ulbo,Ulbo,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ulbo_755_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ulbo_1781606465,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_azaghâl,Azaghâl,,,,,,,,,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_azaghal_44_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_azaghâl_1781577793,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,1,no
char_beldin,Beldin,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_beldin_345_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_beldin_1781577887,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_ria,Ria,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ria_272_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ria_1781605570,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,1,no
char_uinen,Uinen,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_uinen_79_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_uinen_1781606460,Maia,Maia,,Immortals,high,Shaper,Shaper,Shaper,high,,,,,,,Maia,M,Shaper,immortal,immortal_term=Maia | race_term=Maia,1,no
char_barloen,Barloen,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_barloen_341_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_barloen_1781577854,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_turmere,Turmere,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_turmere_165_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_turmere_1781606432,Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia,1,no
char_gertrude,Gertrude,,,,,,,,,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_gertrude_106_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_gertrude_1781579976,building is a Maia,Maia,,Immortals,high,Wright,Wright,Wright,high,,,,,,,Maia,M,Wright,immortal,immortal_term=Maia | race_term=Maia | unmatched=building is a,1,no
char_ugly,Ugly,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ugly_754_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ugly_1781606454,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_lionheart,Lionheart,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_lionheart_574_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_lionheart_1781604390,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_prami,Prami,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_prami_660_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_prami_1781605414,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_sprocket,Sprocket,,,,,,,,,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_sprocket_722_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_sprocket_1781606043,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
