source_id,immortal_status,immortal_category,character_key,display_name,is_maiar_muddler,honorary_immortal,evidence_kind,source_order,review_status,notes
2026_06_16_retired_immortals,retired,Maiar,Drago,Drago,no,no,listed_retired_immortal,99,candidate,
2026_06_16_retired_immortals,retired,Maiar,Durin,Durin,no,no,listed_retired_immortal,100,candidate,
2026_06_16_retired_immortals,retired,Maiar,Elfan,Elfan,no,no,listed_retired_immortal,101,candidate,
2026_06_16_retired_immortals,retired,Maiar,Everminda,Everminda,no,no,listed_retired_immortal,102,candidate,
2026_06_16_retired_immortals,retired,Maiar,Foin,Foin,no,no,listed_retired_immortal,103,candidate,
2026_06_16_retired_immortals,retired,Maiar,Fornax,Fornax,no,no,listed_retired_immortal,104,candidate,
2026_06_16_retired_immortals,retired,Maiar,Gattling,Gattling,no,no,listed_retired_immortal,105,candidate,
2026_06_16_retired_immortals,retired,Maiar,Gertrude,Gertrude,no,no,listed_retired_immortal,106,candidate,
2026_06_16_retired_immortals,retired,Maiar,Gilgala,Gilgala,no,no,listed_retired_immortal,107,candidate,
2026_06_16_retired_immortals,retired,Maiar,Gonfor,Gonfor,no,no,listed_retired_immortal,108,candidate,
2026_06_16_retired_immortals,retired,Maiar,Good,Good,no,no,listed_retired_immortal,109,candidate,
2026_06_16_retired_immortals,retired,Maiar,Grax,Grax,no,no,listed_retired_immortal,110,candidate,
2026_06_16_retired_immortals,retired,Maiar,Grumble,Grumble,no,no,listed_retired_immortal,111,candidate,
2026_06_16_retired_immortals,retired,Maiar,Harad,Harad,no,no,listed_retired_immortal,112,candidate,
2026_06_16_retired_immortals,retired,Maiar,Helene,Helene,no,no,listed_retired_immortal,113,candidate,
2026_06_16_retired_immortals,retired,Maiar,Hobbi,Hobbi,no,no,listed_retired_immortal,114,candidate,
2026_06_16_retired_immortals,retired,Maiar,Isildyr,Isildyr,no,no,listed_retired_immortal,115,candidate,
2026_06_16_retired_immortals,retired,Maiar,Isóldir,Isóldir,no,no,listed_retired_immortal,116,candidate,
2026_06_16_retired_immortals,retired,Maiar,Jabba,Jabba,no,no,listed_retired_immortal,117,candidate,
2026_06_16_retired_immortals,retired,Maiar,Jak,Jak,no,no,listed_retired_immortal,118,candidate,
2026_06_16_retired_immortals,retired,Maiar,Kal,Kal,no,no,listed_retired_immortal,119,candidate,
2026_06_16_retired_immortals,retired,Maiar,Karnak,Karnak,no,no,listed_retired_immortal,120,candidate,
2026_06_16_retired_immortals,retired,Maiar,Ke,Ke,no,no,listed_retired_immortal,121,candidate,
2026_06_16_retired_immortals,retired,Maiar,Khan,Khan,no,no,listed_retired_immortal,122,candidate,
2026_06_16_retired_immortals,retired,Maiar,Khazander,Khazander,no,no,listed_retired_immortal,123,candidate,
2026_06_16_retired_immortals,retired,Maiar,Kovenya,Kovenya,no,no,listed_retired_immortal,124,candidate,
2026_06_16_retired_immortals,retired,Maiar,Kril,Kril,no,no,listed_retired_immortal,125,candidate,
2026_06_16_retired_immortals,retired,Maiar,Larien,Larien,no,no,listed_retired_immortal,126,candidate,
2026_06_16_retired_immortals,retired,Maiar,Lauryn,Lauryn,no,no,listed_retired_immortal,127,candidate,
2026_06_16_retired_immortals,retired,Maiar,Lena,Lena,no,no,listed_retired_immortal,128,candidate,
2026_06_16_retired_immortals,retired,Maiar,LilleMan,LilleMan,no,no,listed_retired_immortal,129,candidate,
2026_06_16_retired_immortals,retired,Maiar,Loden,Loden,no,no,listed_retired_immortal,130,candidate,
