link_id,player_id,character_id,character_name,main_handle,link_type,status,confidence,primary_evidence_id,notes
link_00043,player_0003,char_aalio,Aalio,Burb,listed_same_player,accepted,medium,evidence_player_group_0003,
link_00044,player_0003,char_skyfire,Skyfire,Burb,listed_same_player,accepted,medium,evidence_player_group_0003,
link_00045,player_0004,char_wow,Wow,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00046,player_0004,char_nele,Nele,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00047,player_0004,char_bizarre,Bizarre,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00048,player_0004,char_lillian,Lillian,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00049,player_0004,char_kilin,Kilin,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00050,player_0004,char_nigal,Nigal,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00051,player_0004,char_nali,Nali,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00052,player_0004,char_farion,Farion,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00053,player_0004,char_naldor,Naldor,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00054,player_0004,char_pinhead,Pinhead,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00055,player_0004,char_baresark,Baresark,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00056,player_0004,char_jube,Jube,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00057,player_0004,char_dracolich,Dracolich,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00058,player_0004,char_umanidd,Umanidd,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00059,player_0004,char_gamak,Gamak,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00060,player_0004,char_tasa,Tasa,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00061,player_0004,char_kylm,Kylm,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00062,player_0004,char_gwira,Gwira,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00063,player_0004,char_bigge,Bigge,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00064,player_0004,char_spark,Spark,Wow,listed_same_player,accepted,medium,evidence_player_group_0004,
link_00065,player_0005,char_praiodan,Praiodan,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
link_00066,player_0005,char_elestir,Elestir,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
link_00067,player_0005,char_tairach,Tairach,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
link_00068,player_0005,char_tharon,Tharon,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
link_00069,player_0005,char_elsurion,Elsurion,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
link_00070,player_0005,char_iwain,Iwain,Praiodan,listed_same_player,accepted,medium,evidence_player_group_0005,
