character_name,character_id,already_checked,priority,notes
Splatter,char_splatter,true,normal,whois imported from Mudlet archive
Spooky,char_spooky,true,normal,whois imported from Mudlet archive
Spud,char_spud,true,normal,whois imported from Mudlet archive
Squasher,char_squasher,true,normal,whois returned no extant character information in MUME
Squidgy,char_squidgy,true,normal,whois imported from Mudlet archive
Squiffy,char_squiffy,true,normal,whois imported from Mudlet archive
Stampe,char_stampe,true,normal,whois returned no extant character information in MUME
Starobahno,char_starobahno,true,normal,whois imported from Mudlet archive
Starsa,char_starsa,true,normal,whois imported from Mudlet archive
Stealthy,char_stealthy,true,normal,whois imported from Mudlet archive
Steele,char_steele,true,normal,whois imported from Mudlet archive
Stile,char_stile,true,normal,whois returned no extant character information in MUME
Stolb,char_stolb,true,normal,whois imported from Mudlet archive
Stormblast,char_stormblast,true,normal,whois imported from Mudlet archive
Strine,char_strine,true,normal,whois returned no extant character information in MUME
Stussy,char_stussy,true,normal,whois imported from Mudlet archive
Stylie,char_stylie,true,normal,whois returned no extant character information in MUME
Sufur,char_sufur,true,normal,whois returned no extant character information in MUME
Suiram,char_suiram,true,normal,whois imported from Mudlet archive
Sunaire,char_sunaire,true,normal,whois returned no extant character information in MUME
Sunflower,char_sunflower,true,normal,whois imported from Mudlet archive
Sunshine,char_sunshine,true,normal,whois imported from Mudlet archive
Svarog,char_svarog,true,normal,whois imported from Mudlet archive
Svin,char_svin,true,normal,whois imported from Mudlet archive
Swork,char_swork,true,normal,whois imported from Mudlet archive
Sylan,char_sylan,true,normal,whois imported from Mudlet archive
Taelo,char_taelo,true,normal,whois imported from Mudlet archive
Taggert,char_taggert,true,normal,whois imported from Mudlet archive
Tagrid,char_tagrid,true,normal,whois returned no extant character information in MUME
Tagrin,char_tagrin,true,normal,whois imported from Mudlet archive
Tahkr,char_tahkr,true,normal,whois imported from Mudlet archive
Tairach,char_tairach,true,normal,whois imported from Mudlet archive
Talson,char_talson,true,normal,whois imported from Mudlet archive
Tanc,char_tanc,true,normal,whois imported from Mudlet archive
Tandada,char_tandada,true,normal,whois imported from Mudlet archive
Tanelorn,char_tanelorn,true,normal,whois imported from Mudlet archive
Tarannon,char_tarannon,true,normal,whois imported from Mudlet archive
Tardeer,char_tardeer,true,normal,whois imported from Mudlet archive
Tars,char_tars,true,normal,whois imported from Mudlet archive
Tasa,char_tasa,true,normal,whois imported from Mudlet archive
Tasslehoff,char_tasslehoff,true,normal,whois imported from Mudlet archive
Tauin,char_tauin,true,normal,whois imported from Mudlet archive
Taurek,char_taurek,true,normal,whois imported from Mudlet archive
Tear,char_tear,true,normal,whois imported from Mudlet archive
Teejay,char_teejay,true,normal,whois imported from Mudlet archive
Teeny,char_teeny,true,normal,whois returned no extant character information in MUME
Telith,char_telith,true,normal,whois imported from Mudlet archive
Telumehtar,char_telumehtar,true,normal,whois imported from Mudlet archive
Temegl,char_temegl,true,normal,whois returned no extant character information in MUME
Tempest,char_tempest,true,normal,whois imported from Mudlet archive
Teomyr,char_teomyr,true,normal,whois imported from Mudlet archive
Terendul,char_terendul,true,normal,whois imported from Mudlet archive
Tervin,char_tervin,true,normal,whois imported from Mudlet archive
Tessa,char_tessa,true,normal,whois imported from Mudlet archive
Teufel,char_teufel,true,normal,whois imported from Mudlet archive
Tezcatlipoca,char_tezcatlipoca,true,normal,whois imported from Mudlet archive
Tha,char_tha,true,normal,whois imported from Mudlet archive
Thalantyr,char_thalantyr,true,normal,whois returned no extant character information in MUME
Thanis,char_thanis,true,normal,whois returned no extant character information in MUME
Thanquol,char_thanquol,true,normal,whois imported from Mudlet archive
Tharain,char_tharain,true,normal,whois returned no extant character information in MUME
Tharam,char_tharam,true,normal,whois imported from Mudlet archive
Tharl,char_tharl,true,normal,whois returned no extant character information in MUME
Tharon,char_tharon,true,normal,whois imported from Mudlet archive
Thedeen,char_thedeen,true,normal,whois imported from Mudlet archive
Theofur,char_theofur,true,normal,whois returned no extant character information in MUME
Thezi,char_thezi,true,normal,whois imported from Mudlet archive
Thilax,char_thilax,true,normal,whois imported from Mudlet archive
Thiondash,char_thiondash,true,normal,whois imported from Mudlet archive
Thoirin,char_thoirin,true,normal,whois imported from Mudlet archive
Thonr,char_thonr,true,normal,whois imported from Mudlet archive
Thorak,char_thorak,true,normal,whois returned no extant character information in MUME
Thorny,char_thorny,true,normal,whois returned no extant character information in MUME
Thoronwe,char_thoronwe,true,normal,whois imported from Mudlet archive
Thorzor,char_thorzor,true,normal,whois imported from Mudlet archive
Thrak,char_thrak,true,normal,whois imported from Mudlet archive
Throg,char_throg,true,normal,whois imported from Mudlet archive
Throin,char_throin,true,normal,whois imported from Mudlet archive
Throk,char_throk,true,normal,whois imported from Mudlet archive
Thror,char_thror,true,normal,whois imported from Mudlet archive
Thwag,char_thwag,true,normal,whois imported from Mudlet archive
Tia,char_tia,true,normal,whois imported from Mudlet archive
Tiamat,char_tiamat,true,normal,whois imported from Mudlet archive
Tianbao,char_tianbao,true,normal,whois imported from Mudlet archive
Tim,char_tim,true,normal,whois imported from Mudlet archive
Tindomerel,char_tindomerel,true,normal,whois imported from Mudlet archive
Toe,char_toe,true,normal,whois imported from Mudlet archive
Toin,char_toin,true,normal,whois imported from Mudlet archive
Toker,char_toker,true,normal,whois imported from Mudlet archive
Toku,char_toku,true,normal,whois imported from Mudlet archive
Tolman,char_tolman,true,normal,whois imported from Mudlet archive
Tommy,char_tommy,true,normal,whois imported from Mudlet archive
Topas,char_topas,true,normal,whois returned no extant character information in MUME
Tora,char_tora,true,normal,whois imported from Mudlet archive
Toran,char_toran,true,normal,whois imported from Mudlet archive
Torham,char_torham,true,normal,whois imported from Mudlet archive
Torkild,char_torkild,true,normal,whois imported from Mudlet archive
Torment,char_torment,true,normal,whois imported from Mudlet archive
Torq,char_torq,true,normal,whois imported from Mudlet archive
Torvald,char_torvald,true,normal,whois imported from Mudlet archive
Toulen,char_toulen,true,normal,whois imported from Mudlet archive
Tragg,char_tragg,true,normal,whois returned no extant character information in MUME
Tragikomix,char_tragikomix,true,normal,whois imported from Mudlet archive
Tram,char_tram,true,normal,whois imported from Mudlet archive
Trandar,char_trandar,true,normal,whois returned no extant character information in MUME
Trasdockan,char_trasdockan,true,normal,whois returned no extant character information in MUME
Trassel,char_trassel,true,normal,whois imported from Mudlet archive
Traverza,char_traverza,true,normal,whois imported from Mudlet archive
Trazsh,char_trazsh,true,normal,whois imported from Mudlet archive
Tri,char_tri,true,normal,whois returned no extant character information in MUME
Trinity,char_trinity,true,normal,whois imported from Mudlet archive
Trobo,char_trobo,true,normal,whois imported from Mudlet archive
Troin,char_troin,true,normal,whois returned no extant character information in MUME
Troom,char_troom,true,normal,whois returned no extant character information in MUME
Trori,char_trori,true,normal,whois imported from Mudlet archive
Tukanek,char_tukanek,true,normal,whois imported from Mudlet archive
Tulkass,char_tulkass,true,normal,whois returned no extant character information in MUME
Tupoun,char_tupoun,true,normal,whois imported from Mudlet archive
Turgon,char_turgon,true,normal,whois imported from Mudlet archive
Turim,char_turim,true,normal,whois imported from Mudlet archive
Turviniel,char_turviniel,true,normal,whois returned no extant character information in MUME
Tutti,char_tutti,true,normal,whois imported from Mudlet archive
Tvimina,char_tvimina,true,normal,whois imported from Mudlet archive
Twog,char_twog,true,normal,whois imported from Mudlet archive
Twoq,char_twoq,true,normal,whois imported from Mudlet archive
Tygr,char_tygr,true,normal,whois imported from Mudlet archive
Tyrion,char_tyrion,true,normal,whois imported from Mudlet archive
Tzanck,char_tzanck,true,normal,whois imported from Mudlet archive
Uber,char_uber,true,normal,whois imported from Mudlet archive
Udo,char_udo,true,normal,whois imported from Mudlet archive
Uffe,char_uffe,true,normal,whois imported from Mudlet archive
Ugash,char_ugash,true,normal,whois returned no extant character information in MUME
Ughar,char_ughar,true,normal,whois imported from Mudlet archive
Ugnez,char_ugnez,true,normal,whois imported from Mudlet archive
Ugurz,char_ugurz,true,normal,whois imported from Mudlet archive
Uhan,char_uhan,true,normal,whois returned no extant character information in MUME
Ukuvul,char_ukuvul,true,normal,whois imported from Mudlet archive
Ula,char_ula,true,normal,whois imported from Mudlet archive
Ulairy,char_ulairy,true,normal,whois imported from Mudlet archive
Uland,char_uland,true,normal,whois imported from Mudlet archive
Uldrak,char_uldrak,true,normal,whois imported from Mudlet archive
Ulfhild,char_ulfhild,true,normal,whois imported from Mudlet archive
Ulkaar,char_ulkaar,true,normal,whois imported from Mudlet archive
Umanidd,char_umanidd,true,normal,whois imported from Mudlet archive
Umnik,char_umnik,true,normal,whois imported from Mudlet archive
Undolomion,char_undolomion,true,normal,whois returned no extant character information in MUME
Ungrim,char_ungrim,true,normal,whois imported from Mudlet archive
Unholy,char_unholy,true,normal,whois imported from Mudlet archive
Unoc,char_unoc,true,normal,whois returned no extant character information in MUME
Uralyon,char_uralyon,true,normal,whois imported from Mudlet archive
Uriond,char_uriond,true,normal,whois imported from Mudlet archive
Userbius,char_userbius,true,normal,whois returned no extant character information in MUME
Uthalg,char_uthalg,true,normal,whois returned no extant character information in MUME
Uzbad,char_uzbad,true,normal,whois imported from Mudlet archive
Vaab,char_vaab,true,normal,whois returned no extant character information in MUME
Vagdish,char_vagdish,true,normal,whois returned no extant character information in MUME
Vaim,char_vaim,true,normal,whois imported from Mudlet archive
Vainamoinen,char_vainamoinen,true,normal,whois imported from Mudlet archive
Valacar,char_valacar,true,normal,whois imported from Mudlet archive
Valamir,char_valamir,true,normal,whois imported from Mudlet archive
Valandar,char_valandar,true,normal,whois imported from Mudlet archive
Valastule,char_valastule,true,normal,whois returned no extant character information in MUME
Valdja,char_valdja,true,normal,whois imported from Mudlet archive
Valen,char_valen,true,normal,whois imported from Mudlet archive
Valeria,char_valeria,true,normal,whois imported from Mudlet archive
Valgarv,char_valgarv,true,normal,whois imported from Mudlet archive
Valir,char_valir,true,normal,whois imported from Mudlet archive
Valkyria,char_valkyria,true,normal,whois imported from Mudlet archive
Valkyrie,char_valkyrie,true,normal,whois imported from Mudlet archive
Vandal,char_vandal,true,normal,whois imported from Mudlet archive
Vanimelde,char_vanimelde,true,normal,whois imported from Mudlet archive
Vanir,char_vanir,true,normal,whois returned no extant character information in MUME
Vargas,char_vargas,true,normal,whois imported from Mudlet archive
Varvar,char_varvar,true,normal,whois imported from Mudlet archive
Vasa,char_vasa,true,normal,whois imported from Mudlet archive
Vasilisa,char_vasilisa,true,normal,whois imported from Mudlet archive
Vassago,char_vassago,true,normal,whois imported from Mudlet archive
Vatsayana,char_vatsayana,true,normal,whois returned no extant character information in MUME
Vayu,char_vayu,true,normal,whois returned no extant character information in MUME
Vecna,char_vecna,true,normal,whois imported from Mudlet archive
Venal,char_venal,true,normal,whois returned no extant character information in MUME
Verminaard,char_verminaard,true,normal,whois imported from Mudlet archive
Viclona,char_viclona,true,normal,whois imported from Mudlet archive
Vidomina,char_vidomina,true,normal,whois imported from Mudlet archive
Vij,char_vij,true,normal,whois imported from Mudlet archive
Vili,char_vili,true,normal,whois imported from Mudlet archive
Viljar,char_viljar,true,normal,whois returned no extant character information in MUME
Vincenzo,char_vincenzo,true,normal,whois imported from Mudlet archive
Vip,char_vip,true,normal,whois imported from Mudlet archive
Vishnak,char_vishnak,true,normal,whois imported from Mudlet archive
Vlas,char_vlas,true,normal,whois imported from Mudlet archive
Voile,char_voile,true,normal,whois imported from Mudlet archive
Vold,char_vold,true,normal,whois imported from Mudlet archive
Voltron,char_voltron,true,normal,whois imported from Mudlet archive
Vorne,char_vorne,true,normal,whois returned no extant character information in MUME
Vortex,char_vortex,true,normal,whois imported from Mudlet archive
Vradul,char_vradul,true,normal,whois imported from Mudlet archive
Vral,char_vral,true,normal,whois returned no extant character information in MUME
Vrede,char_vrede,true,normal,whois imported from Mudlet archive
Vridush,char_vridush,true,normal,whois imported from Mudlet archive
Vr�sh,char_vr_sh,true,normal,whois returned no extant character information in MUME
Vsevolod,char_vsevolod,true,normal,whois imported from Mudlet archive
Vugluskr,char_vugluskr,true,normal,whois imported from Mudlet archive
Vulgar,char_vulgar,true,normal,whois returned no extant character information in MUME
Waba,char_waba,true,normal,whois imported from Mudlet archive
Wacka,char_wacka,true,normal,whois imported from Mudlet archive
Wacker,char_wacker,true,normal,whois returned no extant character information in MUME
Warren,char_warren,true,normal,whois imported from Mudlet archive
Warzur,char_warzur,true,normal,whois imported from Mudlet archive
Watar,char_watar,true,normal,whois imported from Mudlet archive
Wenom,char_wenom,true,normal,whois imported from Mudlet archive
Wert,char_wert,true,normal,whois returned no extant character information in MUME
Wes,char_wes,true,normal,whois returned no extant character information in MUME
Wierd,char_wierd,true,normal,whois imported from Mudlet archive
Wilma,char_wilma,true,normal,whois imported from Mudlet archive
Wind,char_wind,true,normal,whois imported from Mudlet archive
Winnie,char_winnie,true,normal,whois imported from Mudlet archive
Winzy,char_winzy,true,normal,whois imported from Mudlet archive
Wobbit,char_wobbit,true,normal,whois imported from Mudlet archive
Woe,char_woe,true,normal,whois imported from Mudlet archive
Woitkah,char_woitkah,true,normal,whois returned no extant character information in MUME
Woland,char_woland,true,normal,whois imported from Mudlet archive
Wong,char_wong,true,normal,whois imported from Mudlet archive
Wow,char_wow,true,normal,whois imported from Mudlet archive
Wreth,char_wreth,true,normal,whois returned no extant character information in MUME
Wroom,char_wroom,true,normal,whois returned no extant character information in MUME
Wryak,char_wryak,true,normal,whois imported from Mudlet archive
Wryth,char_wryth,true,normal,whois returned no extant character information in MUME
Wucheria,char_wucheria,true,normal,whois imported from Mudlet archive
Wurzl,char_wurzl,true,normal,whois imported from Mudlet archive
Wyzz,char_wyzz,true,normal,whois imported from Mudlet archive
Xagok,char_xagok,true,normal,whois imported from Mudlet archive
Xaltotun,char_xaltotun,true,normal,whois imported from Mudlet archive
Xandahar,char_xandahar,true,normal,whois imported from Mudlet archive
Xander,char_xander,true,normal,whois imported from Mudlet archive
Xatax,char_xatax,true,normal,whois returned no extant character information in MUME
Xel,char_xel,true,normal,whois returned no extant character information in MUME
Xelloss,char_xelloss,true,normal,whois imported from Mudlet archive
Xile,char_xile,true,normal,whois imported from Mudlet archive
Xylo,char_xylo,true,normal,whois returned no extant character information in MUME
Yagara,char_yagara,true,normal,whois returned no extant character information in MUME
Yanwe,char_yanwe,true,normal,whois imported from Mudlet archive
Ypsilon,char_ypsilon,true,normal,whois imported from Mudlet archive
Ytinas,char_ytinas,true,normal,whois imported from Mudlet archive
Zaber,char_zaber,true,normal,whois imported from Mudlet archive
Zanetha,char_zanetha,true,normal,whois imported from Mudlet archive
Zar,char_zar,true,normal,whois imported from Mudlet archive
Ze,char_ze,true,normal,whois imported from Mudlet archive
Zed,char_zed,true,normal,whois imported from Mudlet archive
Zeddicus,char_zeddicus,true,normal,whois imported from Mudlet archive
Zerabethulh,char_zerabethulh,true,normal,whois imported from Mudlet archive
Zeroth,char_zeroth,true,normal,whois imported from Mudlet archive
Zeus,char_zeus,true,normal,whois imported from Mudlet archive
Zevier,char_zevier,true,normal,whois imported from Mudlet archive
Zhagrat,char_zhagrat,true,normal,whois imported from Mudlet archive
Zhorgas,char_zhorgas,true,normal,whois imported from Mudlet archive
Zhuk,char_zhuk,true,normal,whois imported from Mudlet archive
Zigrakh,char_zigrakh,true,normal,whois imported from Mudlet archive
Zigurakhor,char_zigurakhor,true,normal,whois imported from Mudlet archive
Zilkis,char_zilkis,true,normal,whois returned no extant character information in MUME
Zimar,char_zimar,true,normal,whois imported from Mudlet archive
Zimrathon,char_zimrathon,true,normal,whois imported from Mudlet archive
Zina,char_zina,true,normal,whois imported from Mudlet archive
Zirand,char_zirand,true,normal,whois imported from Mudlet archive
Zlababa,char_zlababa,true,normal,whois imported from Mudlet archive
Zlo,char_zlo,true,normal,whois imported from Mudlet archive
Zmej,char_zmej,true,normal,whois imported from Mudlet archive
Zocker,char_zocker,true,normal,whois imported from Mudlet archive
Zomb,char_zomb,true,normal,whois imported from Mudlet archive
Zoone,char_zoone,true,normal,whois imported from Mudlet archive
Zopa,char_zopa,true,normal,whois returned no extant character information in MUME
Zorek,char_zorek,true,normal,whois imported from Mudlet archive
Zorgmol,char_zorgmol,true,normal,whois imported from Mudlet archive
Zorgoth,char_zorgoth,true,normal,whois imported from Mudlet archive
Zorrak,char_zorrak,true,normal,whois imported from Mudlet archive
Zoser,char_zoser,true,normal,whois returned no extant character information in MUME
Zroi,char_zroi,true,normal,whois imported from Mudlet archive
Zubr,char_zubr,true,normal,whois imported from Mudlet archive
Zug,char_zug,true,normal,whois imported from Mudlet archive
Zuljin,char_zuljin,true,normal,whois imported from Mudlet archive
Zygmud,char_zygmud,true,normal,whois imported from Mudlet archive
