character_name,character_id,already_checked,priority,notes
Equinoxe,char_equinoxe,true,normal,whois imported from Mudlet archive
Eral,char_eral,true,normal,whois imported from Mudlet archive
Erebos,char_erebos,true,normal,whois imported from Mudlet archive
Erewiel,char_erewiel,true,normal,whois returned no extant character information in MUME
Eric,char_eric,true,normal,whois imported from Mudlet archive
Erkzup,char_erkzup,true,normal,whois returned no extant character information in MUME
Ermon,char_ermon,true,normal,whois imported from Mudlet archive
Ernst,char_ernst,true,normal,whois imported from Mudlet archive
Erowyn,char_erowyn,true,normal,whois imported from Mudlet archive
Erudhil,char_erudhil,true,normal,whois imported from Mudlet archive
Escape,char_escape,true,normal,whois imported from Mudlet archive
Estel,char_estel,true,normal,whois imported from Mudlet archive
Eternal,char_eternal,true,normal,whois imported from Mudlet archive
Ethar,char_ethar,true,normal,whois imported from Mudlet archive
Ethne,char_ethne,true,normal,whois imported from Mudlet archive
Eto,char_eto,true,normal,whois imported from Mudlet archive
Etopal,char_etopal,true,normal,whois imported from Mudlet archive
Evandaar,char_evandaar,true,normal,whois imported from Mudlet archive
Everhate,char_everhate,true,normal,whois imported from Mudlet archive
Exiled,char_exiled,true,normal,whois imported from Mudlet archive
Fable,char_fable,true,normal,whois imported from Mudlet archive
Faelandir,char_faelandir,true,normal,whois returned no extant character information in MUME
Fahil,char_fahil,true,normal,whois returned no extant character information in MUME
Faint,char_faint,true,normal,whois imported from Mudlet archive
Fairy,char_fairy,true,normal,whois imported from Mudlet archive
Falanor,char_falanor,true,normal,whois imported from Mudlet archive
Falathrim,char_falathrim,true,normal,whois returned no extant character information in MUME
Faldir,char_faldir,true,normal,whois imported from Mudlet archive
Falemir,char_falemir,true,normal,whois returned no extant character information in MUME
Falenor,char_falenor,true,normal,whois imported from Mudlet archive
Famas,char_famas,true,normal,whois returned no extant character information in MUME
Famine,char_famine,true,normal,whois imported from Mudlet archive
Fankil,char_fankil,true,normal,whois imported from Mudlet archive
Faradoc,char_faradoc,true,normal,whois imported from Mudlet archive
Faramin,char_faramin,true,normal,whois imported from Mudlet archive
Fardin,char_fardin,true,normal,whois returned no extant character information in MUME
Farin,char_farin,true,normal,whois imported from Mudlet archive
Farion,char_farion,true,normal,whois imported from Mudlet archive
Feagil,char_feagil,true,normal,whois imported from Mudlet archive
Feagor,char_feagor,true,normal,whois imported from Mudlet archive
Feagwath,char_feagwath,true,normal,whois imported from Mudlet archive
Feanor,char_feanor,true,normal,whois imported from Mudlet archive
Fear,char_fear,true,normal,whois imported from Mudlet archive
Fearan,char_fearan,true,normal,whois imported from Mudlet archive
Fearendil,char_fearendil,true,normal,whois imported from Mudlet archive
Fearless,char_fearless,true,normal,whois imported from Mudlet archive
Fearsome,char_fearsome,true,normal,whois returned no extant character information in MUME
Fenir,char_fenir,true,normal,whois imported from Mudlet archive
Feon,char_feon,true,normal,whois imported from Mudlet archive
Feorwyn,char_feorwyn,true,normal,whois imported from Mudlet archive
Feriand,char_feriand,true,normal,whois imported from Mudlet archive
Fero,char_fero,true,normal,whois imported from Mudlet archive
Ferska,char_ferska,true,normal,whois imported from Mudlet archive
Fiend,char_fiend,true,normal,whois imported from Mudlet archive
Fierce,char_fierce,true,normal,whois imported from Mudlet archive
Filia,char_filia,true,normal,whois imported from Mudlet archive
Filibert,char_filibert,true,normal,whois imported from Mudlet archive
Filth,char_filth,true,normal,whois returned no extant character information in MUME
Finadriel,char_finadriel,true,normal,whois imported from Mudlet archive
Findo,char_findo,true,normal,whois imported from Mudlet archive
Finduilas,char_finduilas,true,normal,whois imported from Mudlet archive
Fingeror,char_fingeror,true,normal,whois imported from Mudlet archive
Fiolas,char_fiolas,true,normal,whois returned no extant character information in MUME
Firewalker,char_firewalker,true,normal,whois imported from Mudlet archive
Fisben,char_fisben,true,normal,whois imported from Mudlet archive
Flanker,char_flanker,true,normal,whois returned no extant character information in MUME
Floi,char_floi,true,normal,whois imported from Mudlet archive
Foad,char_foad,true,normal,whois returned no extant character information in MUME
Folko,char_folko,true,normal,whois imported from Mudlet archive
Fong,char_fong,true,normal,whois imported from Mudlet archive
Forin,char_forin,true,normal,whois imported from Mudlet archive
Forrest,char_forrest,true,normal,whois imported from Mudlet archive
Fortran,char_fortran,true,normal,whois imported from Mudlet archive
Forve,char_forve,true,normal,whois imported from Mudlet archive
Fragir,char_fragir,true,normal,whois imported from Mudlet archive
Francis,char_francis,true,normal,whois imported from Mudlet archive
Fredde,char_fredde,true,normal,whois imported from Mudlet archive
Freight,char_freight,true,normal,whois imported from Mudlet archive
Friar,char_friar,true,normal,whois imported from Mudlet archive
Frink,char_frink,true,normal,whois imported from Mudlet archive
Friso,char_friso,true,normal,whois returned no extant character information in MUME
Frukghash,char_frukghash,true,normal,whois returned no extant character information in MUME
Fubar,char_fubar,true,normal,whois imported from Mudlet archive
Fui,char_fui,true,normal,whois imported from Mudlet archive
Fuor,char_fuor,true,normal,whois imported from Mudlet archive
Furfoot,char_furfoot,true,normal,whois imported from Mudlet archive
Gabil,char_gabil,true,normal,whois returned no extant character information in MUME
Gad,char_gad,true,normal,whois returned no extant character information in MUME
Gadmac,char_gadmac,true,normal,whois returned no extant character information in MUME
Gage,char_gage,true,normal,whois imported from Mudlet archive
Galadon,char_galadon,true,normal,whois imported from Mudlet archive
Galerech,char_galerech,true,normal,whois imported from Mudlet archive
Galowyn,char_galowyn,true,normal,whois imported from Mudlet archive
Galurin,char_galurin,true,normal,whois imported from Mudlet archive
Gamak,char_gamak,true,normal,whois imported from Mudlet archive
Gamli,char_gamli,true,normal,whois imported from Mudlet archive
Gamram,char_gamram,true,normal,whois imported from Mudlet archive
Garkan,char_garkan,true,normal,whois returned no extant character information in MUME
Gattling,char_gattling,true,normal,whois imported from Mudlet archive
Gauldoth,char_gauldoth,true,normal,whois imported from Mudlet archive
Gaurhir,char_gaurhir,true,normal,whois imported from Mudlet archive
Gaurog,char_gaurog,true,normal,whois imported from Mudlet archive
Gauruk,char_gauruk,true,normal,whois imported from Mudlet archive
Gaylord,char_gaylord,true,normal,whois returned no extant character information in MUME
Gazel,char_gazel,true,normal,whois imported from Mudlet archive
Geirrodr,char_geirrodr,true,normal,whois imported from Mudlet archive
Gelion,char_gelion,true,normal,whois returned no extant character information in MUME
Gena,char_gena,true,normal,whois returned no extant character information in MUME
Gereb,char_gereb,true,normal,whois imported from Mudlet archive
Geri,char_geri,true,normal,whois imported from Mudlet archive
Ghostly,char_ghostly,true,normal,whois imported from Mudlet archive
Ghourne,char_ghourne,true,normal,whois returned no extant character information in MUME
Gilcon,char_gilcon,true,normal,whois imported from Mudlet archive
Gildur,char_gildur,true,normal,whois imported from Mudlet archive
Gilmandir,char_gilmandir,true,normal,whois imported from Mudlet archive
Gilmas,char_gilmas,true,normal,whois returned no extant character information in MUME
Gilror,char_gilror,true,normal,whois returned no extant character information in MUME
Gimilzor,char_gimilzor,true,normal,whois imported from Mudlet archive
Gimlung,char_gimlung,true,normal,whois imported from Mudlet archive
Ginlon,char_ginlon,true,normal,whois imported from Mudlet archive
Giralion,char_giralion,true,normal,whois returned no extant character information in MUME
Girando,char_girando,true,normal,whois imported from Mudlet archive
Girithol,char_girithol,true,normal,whois imported from Mudlet archive
Glabthrak,char_glabthrak,true,normal,whois returned no extant character information in MUME
Glabur,char_glabur,true,normal,whois returned no extant character information in MUME
Glader,char_glader,true,normal,whois returned no extant character information in MUME
Gladush,char_gladush,true,normal,whois imported from Mudlet archive
Glamduril,char_glamduril,true,normal,whois imported from Mudlet archive
Glaran,char_glaran,true,normal,whois imported from Mudlet archive
Glaref,char_glaref,true,normal,whois imported from Mudlet archive
Glebus,char_glebus,true,normal,whois returned no extant character information in MUME
Glendale,char_glendale,true,normal,whois imported from Mudlet archive
Glenn,char_glenn,true,normal,whois imported from Mudlet archive
Glithraril,char_glithraril,true,normal,whois imported from Mudlet archive
Globur,char_globur,true,normal,whois imported from Mudlet archive
Gloha,char_gloha,true,normal,whois returned no extant character information in MUME
Glubur,char_glubur,true,normal,whois imported from Mudlet archive
Gobakapp,char_gobakapp,true,normal,whois returned no extant character information in MUME
Gobbler,char_gobbler,true,normal,whois imported from Mudlet archive
Goldor,char_goldor,true,normal,whois imported from Mudlet archive
Goliat,char_goliat,true,normal,whois imported from Mudlet archive
Gomen,char_gomen,true,normal,whois returned no extant character information in MUME
Gondgurth,char_gondgurth,true,normal,whois returned no extant character information in MUME
Goretongue,char_goretongue,true,normal,whois imported from Mudlet archive
Gorlach,char_gorlach,true,normal,whois imported from Mudlet archive
Gorshak,char_gorshak,true,normal,whois imported from Mudlet archive
Gothia,char_gothia,true,normal,whois imported from Mudlet archive
Gothmog,char_gothmog,true,normal,whois imported from Mudlet archive
Grab,char_grab,true,normal,whois returned no extant character information in MUME
Gradash,char_gradash,true,normal,whois imported from Mudlet archive
Grak,char_grak,true,normal,whois imported from Mudlet archive
Grakk,char_grakk,true,normal,whois returned no extant character information in MUME
Grand,char_grand,true,normal,whois imported from Mudlet archive
Grang,char_grang,true,normal,whois returned no extant character information in MUME
Granite,char_granite,true,normal,whois imported from Mudlet archive
Granvil,char_granvil,true,normal,whois imported from Mudlet archive
Grashnak,char_grashnak,true,normal,whois imported from Mudlet archive
Graugh,char_graugh,true,normal,whois imported from Mudlet archive
Gray,char_gray,true,normal,whois imported from Mudlet archive
Greed,char_greed,true,normal,whois imported from Mudlet archive
Greoldreth,char_greoldreth,true,normal,whois returned no extant character information in MUME
Grez,char_grez,true,normal,whois imported from Mudlet archive
Gringo,char_gringo,true,normal,whois imported from Mudlet archive
Grino,char_grino,true,normal,whois imported from Mudlet archive
Gris,char_gris,true,normal,whois imported from Mudlet archive
Grishelda,char_grishelda,true,normal,whois imported from Mudlet archive
Grishnak(Shag),char_grishnak_shag,true,normal,whois returned no extant character information in MUME
Grishtar,char_grishtar,true,normal,whois returned no extant character information in MUME
Grok,char_grok,true,normal,whois imported from Mudlet archive
Grom,char_grom,true,normal,whois imported from Mudlet archive
Gromk,char_gromk,true,normal,whois returned no extant character information in MUME
Grukh,char_grukh,true,normal,whois imported from Mudlet archive
Grul,char_grul,true,normal,whois imported from Mudlet archive
Grume,char_grume,true,normal,whois returned no extant character information in MUME
Grumph,char_grumph,true,normal,whois imported from Mudlet archive
Grunganator,char_grunganator,true,normal,whois imported from Mudlet archive
Grunge,char_grunge,true,normal,whois imported from Mudlet archive
Gruuk,char_gruuk,true,normal,whois returned no extant character information in MUME
Gruumsh,char_gruumsh,true,normal,whois imported from Mudlet archive
Grymsh,char_grymsh,true,normal,whois imported from Mudlet archive
Grytash,char_grytash,true,normal,whois imported from Mudlet archive
Grythar,char_grythar,true,normal,whois imported from Mudlet archive
Guglunk,char_guglunk,true,normal,whois imported from Mudlet archive
Guido,char_guido,true,normal,whois imported from Mudlet archive
Gulag,char_gulag,true,normal,whois imported from Mudlet archive
Gundor,char_gundor,true,normal,whois imported from Mudlet archive
Gurgel,char_gurgel,true,normal,whois returned no extant character information in MUME
Guthol,char_guthol,true,normal,whois returned no extant character information in MUME
Gwira,char_gwira,true,normal,whois imported from Mudlet archive
Haazheel,char_haazheel,true,normal,whois returned no extant character information in MUME
Hairfoot,char_hairfoot,true,normal,whois imported from Mudlet archive
Haisam,char_haisam,true,normal,whois returned no extant character information in MUME
Haista,char_haista,true,normal,whois returned no extant character information in MUME
Haity,char_haity,true,normal,whois imported from Mudlet archive
Haladdin,char_haladdin,true,normal,whois imported from Mudlet archive
Halas,char_halas,true,normal,whois imported from Mudlet archive
Haldor,char_haldor,true,normal,whois imported from Mudlet archive
Halir,char_halir,true,normal,whois returned no extant character information in MUME
Hamfist,char_hamfist,true,normal,whois imported from Mudlet archive
Hamlas,char_hamlas,true,normal,whois returned no extant character information in MUME
Hannibal,char_hannibal,true,normal,whois imported from Mudlet archive
Hanr,char_hanr,true,normal,whois imported from Mudlet archive
Harakiri,char_harakiri,true,normal,whois imported from Mudlet archive
Hark,char_hark,true,normal,whois imported from Mudlet archive
Harowen,char_harowen,true,normal,whois imported from Mudlet archive
Hashtak,char_hashtak,true,normal,whois imported from Mudlet archive
Hasta,char_hasta,true,normal,whois returned no extant character information in MUME
Hatch,char_hatch,true,normal,whois imported from Mudlet archive
Hate,char_hate,true,normal,whois imported from Mudlet archive
Hated,char_hated,true,normal,whois imported from Mudlet archive
Hatred,char_hatred,true,normal,whois imported from Mudlet archive
Hazel,char_hazel,true,normal,whois imported from Mudlet archive
Healer,char_healer,true,normal,whois imported from Mudlet archive
Healy,char_healy,true,normal,whois returned no extant character information in MUME
Heather,char_heather,true,normal,whois returned no extant character information in MUME
Heldo,char_heldo,true,normal,whois returned no extant character information in MUME
Hele,char_hele,true,normal,whois imported from Mudlet archive
Helga,char_helga,true,normal,whois imported from Mudlet archive
Helios,char_helios,true,normal,whois imported from Mudlet archive
Henduil,char_henduil,true,normal,whois returned no extant character information in MUME
Hercule,char_hercule,true,normal,whois imported from Mudlet archive
Herman,char_herman,true,normal,whois imported from Mudlet archive
Herold,char_herold,true,normal,whois imported from Mudlet archive
Hex,char_hex,true,normal,whois imported from Mudlet archive
Hobit,char_hobit,true,normal,whois imported from Mudlet archive
Hoeth,char_hoeth,true,normal,whois imported from Mudlet archive
Hoho,char_hoho,true,normal,whois imported from Mudlet archive
Holg,char_holg,true,normal,whois returned no extant character information in MUME
Holy,char_holy,true,normal,whois imported from Mudlet archive
Horgy,char_horgy,true,normal,whois returned no extant character information in MUME
Horstats,char_horstats,true,normal,whois imported from Mudlet archive
Horus,char_horus,true,normal,whois imported from Mudlet archive
Hovado,char_hovado,true,normal,whois imported from Mudlet archive
Hrive,char_hrive,true,normal,whois returned no extant character information in MUME
Hrolth,char_hrolth,true,normal,whois returned no extant character information in MUME
Hrothgar,char_hrothgar,true,normal,whois returned no extant character information in MUME
Hrym,char_hrym,true,normal,whois imported from Mudlet archive
Hudson,char_hudson,true,normal,whois imported from Mudlet archive
Hugo,char_hugo,true,normal,whois imported from Mudlet archive
Huher,char_huher,true,normal,whois imported from Mudlet archive
Hukor,char_hukor,true,normal,whois returned no extant character information in MUME
Hunchback,char_hunchback,true,normal,whois imported from Mudlet archive
Hurar,char_hurar,true,normal,whois returned no extant character information in MUME
Hwarang,char_hwarang,true,normal,whois imported from Mudlet archive
Hwoarang,char_hwoarang,true,normal,whois imported from Mudlet archive
Hybrid,char_hybrid,true,normal,whois imported from Mudlet archive
Hyung,char_hyung,true,normal,whois returned no extant character information in MUME
Hyurk,char_hyurk,true,normal,whois returned no extant character information in MUME
Ibis,char_ibis,true,normal,whois imported from Mudlet archive
Iblis,char_iblis,true,normal,whois returned no extant character information in MUME
Ibrahim,char_ibrahim,true,normal,whois imported from Mudlet archive
Ickabod,char_ickabod,true,normal,whois imported from Mudlet archive
Idun,char_idun,true,normal,whois returned no extant character information in MUME
Ieras,char_ieras,true,normal,whois returned no extant character information in MUME
Ike,char_ike,true,normal,whois imported from Mudlet archive
Ilgamar,char_ilgamar,true,normal,whois returned no extant character information in MUME
Iljrure,char_iljrure,true,normal,whois returned no extant character information in MUME
Illusia,char_illusia,true,normal,whois returned no extant character information in MUME
Illyas,char_illyas,true,normal,whois imported from Mudlet archive
Ilmacil,char_ilmacil,true,normal,whois returned no extant character information in MUME
Ilmarin,char_ilmarin,true,normal,whois imported from Mudlet archive
Imlach,char_imlach,true,normal,whois imported from Mudlet archive
Imlis,char_imlis,true,normal,whois returned no extant character information in MUME
Implithura,char_implithura,true,normal,whois returned no extant character information in MUME
Imrazor,char_imrazor,true,normal,whois imported from Mudlet archive
Indra,char_indra,true,normal,whois imported from Mudlet archive
Ingold,char_ingold,true,normal,whois imported from Mudlet archive
Ingwe,char_ingwe,true,normal,whois imported from Mudlet archive
Innuendo,char_innuendo,true,normal,whois imported from Mudlet archive
Insane,char_insane,true,normal,whois imported from Mudlet archive
Inziladun,char_inziladun,true,normal,whois imported from Mudlet archive
Iolo,char_iolo,true,normal,whois imported from Mudlet archive
Ior,char_ior,true,normal,whois imported from Mudlet archive
Iorlas,char_iorlas,true,normal,whois imported from Mudlet archive
Iranon,char_iranon,true,normal,whois imported from Mudlet archive
Irogla,char_irogla,true,normal,whois returned no extant character information in MUME
Irv,char_irv,true,normal,whois imported from Mudlet archive
Ishant,char_ishant,true,normal,whois imported from Mudlet archive
Isolde,char_isolde,true,normal,whois imported from Mudlet archive
Itallicus,char_itallicus,true,normal,whois returned no extant character information in MUME
Ithilagos,char_ithilagos,true,normal,whois imported from Mudlet archive
Ithy,char_ithy,true,normal,whois returned no extant character information in MUME
Itil,char_itil,true,normal,whois imported from Mudlet archive
Ivanushka,char_ivanushka,true,normal,whois imported from Mudlet archive
Iwain,char_iwain,true,normal,whois imported from Mudlet archive
Iyachtu,char_iyachtu,true,normal,whois imported from Mudlet archive
Jaagern,char_jaagern,true,normal,whois imported from Mudlet archive
Jabba,char_jabba,true,normal,whois imported from Mudlet archive
Jadon,char_jadon,true,normal,whois imported from Mudlet archive
Jamie,char_jamie,true,normal,whois imported from Mudlet archive
Jandor,char_jandor,true,normal,whois imported from Mudlet archive
Janosh,char_janosh,true,normal,whois imported from Mudlet archive
Jarhala,char_jarhala,true,normal,whois returned no extant character information in MUME
Jarlaxle,char_jarlaxle,true,normal,whois imported from Mudlet archive
Jaron,char_jaron,true,normal,whois returned no extant character information in MUME
Jatte,char_jatte,true,normal,whois imported from Mudlet archive
Jauer,char_jauer,true,normal,whois imported from Mudlet archive
Jaws,char_jaws,true,normal,whois imported from Mudlet archive
Jeakoth,char_jeakoth,true,normal,whois imported from Mudlet archive
Jeffbob,char_jeffbob,true,normal,whois returned no extant character information in MUME
Jelly,char_jelly,true,normal,whois imported from Mudlet archive
Jensu,char_jensu,true,normal,whois returned no extant character information in MUME
Jeran,char_jeran,true,normal,whois imported from Mudlet archive
Jerle,char_jerle,true,normal,whois imported from Mudlet archive
Jerpa,char_jerpa,true,normal,whois returned no extant character information in MUME
Jheran,char_jheran,true,normal,whois imported from Mudlet archive
Jimbo,char_jimbo,true,normal,whois imported from Mudlet archive
Joan,char_joan,true,normal,whois imported from Mudlet archive
Johannes,char_johannes,true,normal,whois imported from Mudlet archive
Johhaidii,char_johhaidii,true,normal,whois imported from Mudlet archive
Johnie,char_johnie,true,normal,whois imported from Mudlet archive
Joker,char_joker,true,normal,whois imported from Mudlet archive
Jon,char_jon,true,normal,whois imported from Mudlet archive
Jones,char_jones,true,normal,whois imported from Mudlet archive
Joponen,char_joponen,true,normal,whois imported from Mudlet archive
Jube,char_jube,true,normal,whois imported from Mudlet archive
Juggles,char_juggles,true,normal,whois returned no extant character information in MUME
Junbao,char_junbao,true,normal,whois imported from Mudlet archive
Juss,char_juss,true,normal,whois returned no extant character information in MUME
Kade,char_kade,true,normal,whois imported from Mudlet archive
Kakarot,char_kakarot,true,normal,whois returned no extant character information in MUME
Kalevala,char_kalevala,true,normal,whois returned no extant character information in MUME
Kalkano,char_kalkano,true,normal,whois imported from Mudlet archive
Kalus,char_kalus,true,normal,whois imported from Mudlet archive
Kami,char_kami,true,normal,whois imported from Mudlet archive
Kamikaze,char_kamikaze,true,normal,whois imported from Mudlet archive
Kamlakh,char_kamlakh,true,normal,whois imported from Mudlet archive
Kaool,char_kaool,true,normal,whois imported from Mudlet archive
Kardagash,char_kardagash,true,normal,whois imported from Mudlet archive
Karelin,char_karelin,true,normal,whois imported from Mudlet archive
Kasach,char_kasach,true,normal,whois imported from Mudlet archive
Kassler,char_kassler,true,normal,whois imported from Mudlet archive
Kazadoe,char_kazadoe,true,normal,whois imported from Mudlet archive
Kazan,char_kazan,true,normal,whois returned no extant character information in MUME
Kazeena,char_kazeena,true,normal,whois returned no extant character information in MUME
Kazzey,char_kazzey,true,normal,whois returned no extant character information in MUME
Keldorn,char_keldorn,true,normal,whois imported from Mudlet archive
Keno,char_keno,true,normal,whois imported from Mudlet archive
Kenzu,char_kenzu,true,normal,whois imported from Mudlet archive
Kess,char_kess,true,normal,whois imported from Mudlet archive
Kessfare,char_kessfare,true,normal,whois imported from Mudlet archive
Kesslar,char_kesslar,true,normal,whois imported from Mudlet archive
Kesslik,char_kesslik,true,normal,whois imported from Mudlet archive
Kesslin,char_kesslin,true,normal,whois imported from Mudlet archive
Kessloth,char_kessloth,true,normal,whois imported from Mudlet archive
Kesstor,char_kesstor,true,normal,whois imported from Mudlet archive
Kestrel,char_kestrel,true,normal,whois imported from Mudlet archive
Khad,char_khad,true,normal,whois imported from Mudlet archive
Khadum,char_khadum,true,normal,whois returned no extant character information in MUME
Khakis,char_khakis,true,normal,whois imported from Mudlet archive
Khamasin,char_khamasin,true,normal,whois imported from Mudlet archive
Khamil,char_khamil,true,normal,whois imported from Mudlet archive
Khandar,char_khandar,true,normal,whois returned no extant character information in MUME
Kharas,char_kharas,true,normal,whois imported from Mudlet archive
Khawin,char_khawin,true,normal,whois imported from Mudlet archive
Khazdul,char_khazdul,true,normal,whois imported from Mudlet archive
Khelben,char_khelben,true,normal,whois imported from Mudlet archive
Khelek,char_khelek,true,normal,whois imported from Mudlet archive
Khim,char_khim,true,normal,whois imported from Mudlet archive
Khird,char_khird,true,normal,whois returned no extant character information in MUME
Khodum,char_khodum,true,normal,whois returned no extant character information in MUME
Khozdul,char_khozdul,true,normal,whois imported from Mudlet archive
Khreth,char_khreth,true,normal,whois imported from Mudlet archive
Khuka,char_khuka,true,normal,whois returned no extant character information in MUME
Khzandros,char_khzandros,true,normal,whois imported from Mudlet archive
Kiki,char_kiki,true,normal,whois imported from Mudlet archive
Kilimanjaro,char_kilimanjaro,true,normal,whois returned no extant character information in MUME
Kilin,char_kilin,true,normal,whois imported from Mudlet archive
Killdare,char_killdare,true,normal,whois imported from Mudlet archive
Kingpool,char_kingpool,true,normal,whois imported from Mudlet archive
Kinson,char_kinson,true,normal,whois imported from Mudlet archive
Kiska,char_kiska,true,normal,whois imported from Mudlet archive
Kitto,char_kitto,true,normal,whois imported from Mudlet archive
Kloker,char_kloker,true,normal,whois imported from Mudlet archive
Knold,char_knold,true,normal,whois returned no extant character information in MUME
Kobold,char_kobold,true,normal,whois imported from Mudlet archive
Kocano,char_kocano,true,normal,whois imported from Mudlet archive
Kochurma,char_kochurma,true,normal,whois imported from Mudlet archive
Koer,char_koer,true,normal,whois returned no extant character information in MUME
Koff,char_koff,true,normal,whois imported from Mudlet archive
Kogan,char_kogan,true,normal,whois imported from Mudlet archive
Korax,char_korax,true,normal,whois imported from Mudlet archive
Korek,char_korek,true,normal,whois imported from Mudlet archive
Korf,char_korf,true,normal,whois imported from Mudlet archive
Korin,char_korin,true,normal,whois imported from Mudlet archive
Kostej,char_kostej,true,normal,whois imported from Mudlet archive
Kotta,char_kotta,true,normal,whois imported from Mudlet archive
Kovie,char_kovie,true,normal,whois imported from Mudlet archive
Koza,char_koza,true,normal,whois imported from Mudlet archive
Kozel,char_kozel,true,normal,whois imported from Mudlet archive
Kraal,char_kraal,true,normal,whois imported from Mudlet archive
Krax,char_krax,true,normal,whois imported from Mudlet archive
Kreil,char_kreil,true,normal,whois returned no extant character information in MUME
Krkavec,char_krkavec,true,normal,whois imported from Mudlet archive
Kroom,char_kroom,true,normal,whois imported from Mudlet archive
Krossen,char_krossen,true,normal,whois imported from Mudlet archive
Krubb,char_krubb,true,normal,whois imported from Mudlet archive
Kuku,char_kuku,true,normal,whois imported from Mudlet archive
Kulgan,char_kulgan,true,normal,whois imported from Mudlet archive
Kunduk,char_kunduk,true,normal,whois imported from Mudlet archive
Kurast,char_kurast,true,normal,whois returned no extant character information in MUME
Kurdran,char_kurdran,true,normal,whois imported from Mudlet archive
Kurva,char_kurva,true,normal,whois imported from Mudlet archive
Kviea,char_kviea,true,normal,whois returned no extant character information in MUME
Kylm,char_kylm,true,normal,whois imported from Mudlet archive
Labero,char_labero,true,normal,whois imported from Mudlet archive
Lada,char_lada,true,normal,whois returned no extant character information in MUME
Lairathim,char_lairathim,true,normal,whois imported from Mudlet archive
Lakh,char_lakh,true,normal,whois returned no extant character information in MUME
Lakon,char_lakon,true,normal,whois imported from Mudlet archive
Lalloree,char_lalloree,true,normal,whois imported from Mudlet archive
Lalok,char_lalok,true,normal,whois imported from Mudlet archive
Lammas,char_lammas,true,normal,whois returned no extant character information in MUME
Lammoth,char_lammoth,true,normal,whois imported from Mudlet archive
Lana,char_lana,true,normal,whois imported from Mudlet archive
Lancelot,char_lancelot,true,normal,whois imported from Mudlet archive
Langolier,char_langolier,true,normal,whois imported from Mudlet archive
Lasombra,char_lasombra,true,normal,whois returned no extant character information in MUME
Lathos,char_lathos,true,normal,whois imported from Mudlet archive
Laurelin,char_laurelin,true,normal,whois imported from Mudlet archive
Lavendel,char_lavendel,true,normal,whois imported from Mudlet archive
Lazy,char_lazy,true,normal,whois imported from Mudlet archive
Leagel,char_leagel,true,normal,whois imported from Mudlet archive
Leave,char_leave,true,normal,whois returned no extant character information in MUME
Lefali,char_lefali,true,normal,whois imported from Mudlet archive
Leffe,char_leffe,true,normal,whois imported from Mudlet archive
Legion,char_legion,true,normal,whois imported from Mudlet archive
Lehto,char_lehto,true,normal,whois imported from Mudlet archive
Lei,char_lei,true,normal,whois imported from Mudlet archive
Lenwe,char_lenwe,true,normal,whois imported from Mudlet archive
Lepra,char_lepra,true,normal,whois returned no extant character information in MUME
Lerian,char_lerian,true,normal,whois imported from Mudlet archive
Liart,char_liart,true,normal,whois imported from Mudlet archive
Libresse,char_libresse,true,normal,whois returned no extant character information in MUME
Lief,char_lief,true,normal,whois imported from Mudlet archive
Liliah,char_liliah,true,normal,whois imported from Mudlet archive
Lilladde,char_lilladde,true,normal,whois imported from Mudlet archive
Lillian,char_lillian,true,normal,whois imported from Mudlet archive
Lilljempa,char_lilljempa,true,normal,whois imported from Mudlet archive
Lillmarre,char_lillmarre,true,normal,whois imported from Mudlet archive
Lina,char_lina,true,normal,whois imported from Mudlet archive
Linar,char_linar,true,normal,whois returned no extant character information in MUME
Linara,char_linara,true,normal,whois imported from Mudlet archive
Ling,char_ling,true,normal,whois imported from Mudlet archive
Lirathe,char_lirathe,true,normal,whois returned no extant character information in MUME
Lisp,char_lisp,true,normal,whois imported from Mudlet archive
Liten,char_liten,true,normal,whois imported from Mudlet archive
Litovel,char_litovel,true,normal,whois imported from Mudlet archive
Llort,char_llort,true,normal,whois imported from Mudlet archive
Lochdale,char_lochdale,true,normal,whois imported from Mudlet archive
Lokomotiva,char_lokomotiva,true,normal,whois imported from Mudlet archive
Lol,char_lol,true,normal,whois imported from Mudlet archive
Lombur,char_lombur,true,normal,whois imported from Mudlet archive
Lomek,char_lomek,true,normal,whois imported from Mudlet archive
Lorduk,char_lorduk,true,normal,whois imported from Mudlet archive
Lore,char_lore,true,normal,whois imported from Mudlet archive
Lote,char_lote,true,normal,whois imported from Mudlet archive
Lothar,char_lothar,true,normal,whois imported from Mudlet archive
Lotheila,char_lotheila,true,normal,whois imported from Mudlet archive
Lothlahn,char_lothlahn,true,normal,whois imported from Mudlet archive
Lothlori,char_lothlori,true,normal,whois imported from Mudlet archive
Lowanda,char_lowanda,true,normal,whois imported from Mudlet archive
Lowyn,char_lowyn,true,normal,whois imported from Mudlet archive
Luber,char_luber,true,normal,whois imported from Mudlet archive
Luckless,char_luckless,true,normal,whois imported from Mudlet archive
Luingil,char_luingil,true,normal,whois returned no extant character information in MUME
Luke,char_luke,true,normal,whois imported from Mudlet archive
Lurken,char_lurken,true,normal,whois imported from Mudlet archive
Lutien,char_lutien,true,normal,whois imported from Mudlet archive
Luvette,char_luvette,true,normal,whois imported from Mudlet archive
Maal,char_maal,true,normal,whois imported from Mudlet archive
Mabel,char_mabel,true,normal,whois imported from Mudlet archive
Macke,char_macke,true,normal,whois imported from Mudlet archive
